name,date,rating,content,like
靜慧橋本,2016年4月2日,4,台湾、香港、、、、の唄いろいろたくさん有る。,0
いーぶい,2016年4月3日,5,(￣▽￣;),0
No name,2016年3月25日,5,最高！！！,1
古謝哲大,2016年3月25日,5,大好き,0
misa,2016年3月12日,2,ＫＰＯＰが聞きたくって。EXO INFINITE 防弾少年団 とかなくって残念。ＫＰＯＰランキングが欲しいです。CPOPは聞かない。2回に1度は音が飛んだりします。,43
みなみおおたや,2016年3月16日,3,いいけど新しい歌が入ってこない。いや、入ってるんだけど日本のしかないからなーって感じ。韓国のTWICEのooh-ahhを入れてほしいです！お願いします！,2
彩り加え隊ぐーどん,2016年7月20日,2,無料音楽アプリ探しててたくさんとってみたけどこのアプリが一番最高です！！これからもよろしくです！！！期限終わったら辛い,13
クマさん森の,2016年3月9日,3,KKBOXオンラインサポートの返答が丁寧で分かりやすかったです！曲数すくないですねw嵐とかTOKIOの曲が聞きたい～✴,39
ワニナイル,2016年3月10日,1,責めてキャッシュは無料にして‼,3
比嘉駿,2016年3月9日,4,backnumberとBUMPが聴けない❗,5
つなま,2016年3月11日,5,色んな音楽あるからちょーいい！たまに飛ぶけど気にならない！,1
越田開斗,2016年3月20日,3,湘南乃風とか聞けない、他なら聴ける、お金だすまでじゃない,1
志熊唯,2016年4月15日,1,ログインとかいらなくない？,0
杉野龍,2016年4月8日,5,剛典,0
Goodぃろは,2016年2月29日,1,洋楽調べてもでて来ませんでした、出てくるようアップデートお願いします～ばりバイブス下がるんで、ガチで,8
バターチキン,2016年2月27日,5,アプリ出始めた頃使ってたげど、久々に使ってみたら進化してた。いいかも。しばらく使ってみよう。,27
とらとら,2016年3月4日,4,この音楽アプリはとてもいいですでも、アニメの曲をもっと増やしてほしいです。そしたら迷わず星5ですそこの方お願いします,39
フラッシュファクトリーの住民,2016年3月8日,2,もう少し、日本のアーティストを増やして欲しい。邦ROCKも欲しい。要望が多いかもしれないけど、有料会員の分頑張って欲しい。,2
のぶお,2016年2月28日,2,有料なって自分にあわないと思ったから解約しようとしたらエラーになって解約できないんだけど。今が月末だからってふざけないでよ。,4
まいち,2016年2月26日,1,今日インストールしたのに、もう30秒ってどうゆーこと？？お試し期間じゃないの？,5
ドゥジョン,2016年3月8日,1,３０秒しかきけないじゃん。１ヶ月お試しじゃないの？音楽キャッシュしようとしたら会員とか言う言葉が出てきたし。騙されると思うなよバーカ,3
田中恵里香,2016年2月24日,1,曲が少ないし、聞きたいアーティストの曲かないです。もうちょっと増やしてください!! 期待してたのに凄くガッカリです（  ＴДＴ）,27
Forever TOP,2016年3月9日,3,1ヶ月しかフルで聞けないのが残念。そこが直れば、世界1万いい音楽アプリやと思う。( º＿º ),1
橋本凪,2016年3月8日,2,曲を聴いてる途中に急にとまったり、次の曲にいく。聴けなくなることが多い。他のアプリの方がいい。,2
ユリウスW7,2016年2月29日,2,なんか30秒しか聞けなくなった。俺のがおかしいのかな？とりあえず直してください！,2
トト,2016年2月21日,5,今日で無料期間が終わりです。。。とても愛用していたので残念です。,33
kasumi k,2016年2月19日,4,更新したら設定を押したら強制終了するバグ直りました。,28
上野進,2016年2月24日,4,歌詞モードでも歌手名が表示されたのになくなった。元に戻してください。,110
星俊介,2016年2月28日,4,プレミアむ会員に設定したけどインターネット接続の意味がわからん,6
奈楽,2016年2月25日,5,良いけどリピート再生されないから追加して欲しい,7
今德凉夏,2016年3月7日,5,今までの中で一番いいです！きせかえとか歌詞とかあって最高です！,3
るぷるる,2016年2月26日,4,完璧ではないけど、予想より良かった,1
好文佐藤,2016年3月11日,5,面倒な手続きがないです😃  聴きたい曲がそろってます😃,0
k i,2016年2月23日,5,めっちゃいい！　音質いい！ 使いやすい！　神アプリや！,12
まるまる,2016年3月10日,4,いいんですけどノートン高危険度だから少し不安ですね,0
竣山本,2016年2月23日,5,ずっと無料だったら星7,3
ろしなん,2016年2月27日,5,使ってきた中で1番良かった,4
りゅーさん,2016年3月7日,5,好きな曲が全て入っていて歌詞もある！！！もう最高だーー！！！,0
河野裕太,2016年3月2日,4,いいね！,1
reisoru K,2016年2月21日,4,なかなかいい,5
飯島みゆき,2016年2月22日,5,楽しいです,3
てぃー,2016年3月6日,5,無料で聴けるなんて最高！！,0
濱野忍,2016年3月1日,5,イルミネーション,1
様ぶち,2016年2月23日,5,まじで良い,2
Ken Kobayashi,2016年2月25日,5,ん？全部無料じゃね？？ それは俺だけ？？？,2
Gorillas Yamaguchi,2016年2月19日,5,機能的に充実してますます良いアプリになりつつありますが…。当方KDDIのXperia Z3、画面左側メニューバーを呼び出して設定ボタンを押下すると強制終了となります。対応お願いします。,3
坂本祐美子,2016年2月18日,3,全体的に機能はいいけど、backnumberやDISH//とかの曲も入れて欲しいです。,4
横山裕美,2016年2月18日,2,アップロードしてから、設定を押すと終了してしまいます。早急になんとかしてください！！,6
伊藤昭彦,2016年2月18日,5,慣れれば以前のより良いかも,7
イチローイチロー,2016年8月4日,1,グーグルのネクサスプレーヤーにDL可能だったので DLしてみたのですが中国語メイン？  簡単なことしかできないしガッカリ！,1
Tak TAG,2016年2月3日,1,課金で継続利用していたが、２月に入ってから何故か無料会員になっていた。全て試聴しかできないような状態。auスマートパスから確認すると有料会員になっている。金だけとられて音楽聴けない状態です。,5
Haruka K,2016年4月3日,2,歌詞付きでメロンというアプリに近い！とてもいいんですが。。私は韓国の曲が好きなんですけど、全然揃ってない。あるのは日本語バージョンばっかり、、。韓国語のkpopを増やしてくれると嬉しいです。洋楽は豊富なんだから。1000円近くするのにそこはイマイチなので正直続けるか悩みどころです。,0
ぽよよん,2016年2月3日,3,無料の音楽アプリが消滅してきたから仕方なく課金。課金アプリの割には曲がないったらない(T_T)レンタルショップで出してる王道曲くらいなんとかアップして欲しいです。DOBERMA NINFINITY…。これじゃなぜ毎月900円弱取られてるのか謎です。それと、課金したら高音質になると書いている割には特に変わりません。うーん…。,5
ひよこところてん,2016年2月3日,3,聴きやすいけど、課金もなかなかな金額するのに、曲がすくない。back numberやSonar Pocket、Mr.Childrenなどもっと流行りのもの増やして欲しい,74
chan kubo,2016年2月14日,1,課金して曲をとったのに、勝手に解約されて買った音楽が30秒再生になると言う最悪なアプリでした。もう使いません。,2
RIRI〈リリ〉,2016年2月1日,3,好きな曲は沢山あったのでいいんですが課金しないとずっと使えないのはちょっと...,52
平社るな,2016年2月7日,4,めっちゃいい！！♡                                   でも少し曲少ないところが残念……。もっと曲増やしてほしい！！！ほんとに！(&gt; &lt;;)                          それ以外は👌🙆👌                                  結構オススメ！！,3
"R Y,",2016年2月12日,5,たくさんの曲があるし好きな曲がすぐ見つかる。無料1ヶ月は少ないのでもっと伸ばしてほしい🙏,0
防衛部AAA,2016年2月8日,4,サイコーだけど、たまに、途中から、始まったりしてるのは、何？  もし、このアプリが原因だったら、改善してくれると助かる。それさえ、改善してればサイコー,1
Haruki Nakamura,2016年2月6日,4,コメント来た時に通知が来るようにしてほしい,59
木附智哉,2016年2月7日,4,使いやすいけどもうちょっと曲やアーティストを増やして欲しい希望はDISH//とかです。,2
白鳥伶奈,2016年2月6日,4,back numberとかRADWIMPSとかもう少し曲をふやしてほしいです,1
高木恵斗,2016年2月11日,2,30秒しかきけなくなった,1
雪のこ,2016年2月17日,3,曲数が少ないなぁ...もっと増やしてもらいたい,1
天照澪,2016年2月11日,4,ずっと無料だったら☆5だなw,2
moeもえ,2016年2月8日,2,初めて登録したのに三十秒しか聞けない。なんで??,0
まつ,2016年2月13日,4,backnumberとかも聴きたいです。お願いしますm(__)m,1
小田功,2016年2月7日,5,詐欺アプリ！起動しない。,0
i k,2016年5月3日,5,スピッツが聞けるのはいいね　グーグルプレイで課金できると嬉しいです。,1
koshiro yasuba,2016年1月31日,2,曲少ないですね。TSUTAYAでレンタル出来るくらいのものは全部入ってると思ってましたが、期待はずれです。,15
小川直己,2016年1月30日,2,金をとる割には曲数少なすぎ。backnumberとかSEKAI NO OWARIとか全然ない…曲数を増やすか無料にするべき。,21
中嶋啓一,2016年1月30日,4,backnumberや星野源など今どきの曲が少ないのが残念😭,5
コハク,2016年1月30日,2,私の聴きたい曲が全部無かった‼,5
erika .y,2016年1月31日,1,エラーばっかりで全然再生できない。,3
佐野まりや,2016年1月17日,1,バグりやすいし、backnumberとか星野源とか、安室奈美恵とか全然人気のやつがない。少ない。全然意味無いやんけ！！どうにかして。なんで消えんの？(怒),0
奥村峻明,2016年1月13日,2,更新しないまま利用してたけど今日更新画面行って戻ったら登録し直しみたいな状況になりました。なんとかしてください。,3
伊藤智美,2016年1月8日,3,とても素敵なサービスだと感じたのでプレミアム登録したくアカウントを作成したかったのですが、メールアドレスを打ち込むとエラーになりそこから先に進めません。改善お願い致します。,12
らららのピピピ,2016年1月25日,1,何回やっても退会出来ないのはなぜ？こんなの詐欺じゃん！あり得ない,3
加藤紀周,2016年1月16日,2,アーティストをフォローしたが、それが反映されている気配が無い。　フォローしたアーティストが一覧になって出てくればいいのだが、その項目も見当たらない。使いづらい。。。,13
りなちゃん,2016年1月11日,4,１ヶ月無料って短いな。たくさん聞けてよかった。けど、ジャニーズ曲も入れて欲しいなぁ😅,17
磯見優衣,2016年1月26日,4,1回聞いただけでお気に入りに入るからやだ！それだけはなおしてほしい。あとは完璧！,1
kuri,2016年1月24日,1,俺の聞きたい曲がオルゴールver.しかなかった。他にも特に興味もない曲も探してみたけど、オルゴールver. ばっかりだった。,2
順大久保,2016年1月9日,1,利用料金が発生していないとメールが来ましたが支払いになってます❗退会も難しくて出来ませーん,5
英司川添,2016年1月10日,1,曲が、少ない。金払ってんだ。もっと、人気曲増やせ。少ないったい。,4
林香菜子,2016年1月28日,5,色んなアプリ試してきたけどどれもだめ。けどこのアプリは違った。( ・∀・)ｲｲ!!おすすめできる。,10
M Stk,2016年1月25日,4,ちょっと高いかなーおもったけど、聴きたい曲けっこうあるしいい♡もっともっと曲増えること期待♡,1
Jurika Yamamoto,2016年1月20日,4,プリペイドカードも使えるようにしてくれたら良いのに…,2
やなゆりなゆなはや,2016年1月19日,4,なんでback number と星野源がないのですか？早くいれてください,1
mero p,2016年1月27日,2,内容に対して月額が高い。曲が少ない。,0
前田りお,2016年1月16日,3,１ヶ月とこ、みっじか！,1
さいとうとわ,2016年1月27日,1,すぐ音楽ならない、もっとスムーズなるよう改善して,1
あにちや,2016年1月20日,3,backnumberや星野源など全くいない。,1
深沢晶,2016年1月16日,2,うちが好きなアーティストの曲は入ってていいけどもうちょっと他のアーティストの曲を増やしてほしい,0
H R,2016年1月16日,4,漢字の歌詞表記がたまにおかしい、、,1
Yosi Hiro,2016年5月3日,1,前使っててもっかいインストールしたら使いやすかったです！ありがとうごさいました！,0
S2 Only,2016年1月28日,1,重くなる,0
カケピー,2016年1月28日,3,最近サビしか流れない前のほうがよかった,1
大江龍一,2016年3月18日,3,使いやすい♪ですが音楽をもっと増やして欲しい！,1
ちばけん,2016年1月17日,2,検索しても出てこない曲がいっぱいあるんだけど。改善してください,0
早苗畔木,2016年1月14日,3,安室ちゃん鳴らしてぇぇぇ（~▽~＠）♪♪♪オルゴールはやめて,2
田中桃葉,2016年1月20日,5,満足です！！これからもKKBOXを使い続けます！！,1
鈴木唯華,2016年2月21日,5,すごいいろんな曲があるから自分の好きな歌や聞きたい歌がすぐに見つかります,0
里中壱磨,2016年3月4日,2,プリペイドカードでも買えるようにして欲しいね,0
RYUKA N,2016年1月11日,5,他サービスと比べて、歌詞表示、全体のUIがずば抜けて良い。,1
Sunne Huang,2016年1月23日,4,ジャニース曲が欲しい,1
山崎山崎智弘,2016年1月9日,2,聞きたい曲が入ってない,0
脇谷富男,2016年2月10日,4,なかなかよかったです。,0
リトルトゥース!,2016年2月13日,5,使いやすい,0
木寺力也,2016年1月14日,5,最高,0
まる,2015年12月22日,4,GLAYが入っていて嬉しかったです。L'Arc～en～Cielは変な本人じゃないの入ってましたけど。。。いつもシャッフルされてしまうのは設定で回避できませんか？,4
山田太郎,2016年1月7日,1,無料登録のメールアドレスの欄でいつも「会員アカウントが正しくありません。」って出てくるんだけど、自分ではどうしたらいいか分かりません。出来れば改善してほしいです。本当に困ってます。,0
モモの介,2015年12月24日,4,１ヶ月無料が終わったら勝手に有料になってしまうんですか？もしくは終わったら登録しますかと出てきたりするのでしょうか？教えてください！,2
なむなむ,2016年1月7日,3,思いっきり歌詞間違ってる点多いですよ。あと戻るマークを押した時に曲のはじめに戻るのではなく、前の曲に戻ってしまうので不便です。前使っていたアプリよりは曲数が多いのでそこはいいと思います,0
KODERA KAZUKI,2016年1月5日,1,別にこれでもいいと思いました！でも、１ヶ月経つと30秒しか聴けないっていうのがダメ点ですね,1
りゅー、,2015年12月16日,1,LINI来たら音楽止まるし！いい良くはあるけど１ヶ月たったけど！もー少し使えるようにして！期限なしで！LINI来たら音楽止まらん用にもして！,0
S Y,2015年12月16日,4,入ってないアーティスト・曲もあるけど、それは他も同じこと。曲数は多い方で、歌詞も出せるし、リクエストの対応も早いので良い。,3
。かせまる,2015年12月30日,4,AKBが会いたかった までのシングルしかないのはなんで、、、 もっとあれば全然使いやすい！楽曲、権利の問題とかいろいろ大変でしょうが、増やしていただけると嬉しいです！,0
YAMAGUCHI YOSHIKO,2016年1月6日,4,検索もしやすく歌詞も見れるのでとてもいいです。　課金の金額が安くなれば、なおいいんですが(^.^;,1
エスリング,2015年12月20日,5,名歌手の楽曲からアニメの懐かしい曲まで、幅広くあったり、最近は、あまり、唄ってない人歌手の曲もあったり洋楽も沢山あって、とても楽しく聴けて有り難いです。,6
華愛輝かぇで,2015年12月30日,1,音楽が30秒間しか聞けなぃ｡なんで¿¿ 今までふつｰに聞けてたのにいきなり聞けんくなった｡改善してほしぃです,4
はん,2015年12月15日,4,音楽アプリとしては、一番使いやすい！　　　　　　　　　　　　　　でも…新曲など新しい歌数が少ない。それだけ！！他は、満点！,4
池田,2016年1月7日,3,外国の曲とか結構あっていいんだけど勝手にシャッフル再生だからそこを直してほしいです,0
さる,2015年12月26日,5,使いやすくて曲も多いけど、血界戦線の２曲が入ってるとありがたいです,1
ジャスティス,2016年1月7日,3,思ってたより全然曲ない星野源が変なのしかない,0
高橋俊介,2016年1月3日,2,何で30秒しか聞けないんですか改善して下さい,0
中村真菜,2016年1月6日,3,１ヶ月しか聞けないそれだけが問題点！,0
佐藤拳臣,2016年1月3日,3,オルゴールばっか,0
Yuriko Yamada,2015年12月20日,4,好みの検索がし辛いけど、イイ感じ,0
真利果阿部,2016年1月2日,2,ジャニーズとか入ってないー(・ε・｀ ),1
岸田健一,2015年12月25日,5,メッチャ良い、俺的に使いやすい！音楽アプリで一番良いかも！！,0
Googleユーザー,2016年9月7日,3,熊谷照美,0
るかち,2016年5月3日,1,30秒とか悲しすぎ･･････,0
たぁたあ,2015年12月16日,5,の一言！,0
/かろしー,2015年12月19日,5,とても使いやすいです,0
飯田崇裕,2015年12月23日,5,良いですね,1
練紅玉,2015年12月25日,5,いい❗,0
坂本ジュード,2016年1月4日,4,(　-`ω-)b,0
いちる。,2016年1月1日,5,使いやすいヽ(´・ω・｀)b,0
浦周一,2015年11月25日,4,主にカーナビとBluetooth接続をして利用しています。エンジンのON-OFFとアプリのON-OFFが連動しているのですが、エンジン始動時に毎回オンライン認証している為か再生がストップしてしまい、手動で再生しなくてはいけないところがとても不便です。iPhone版は問題なく再生開始されます。他は満足しています。,3
関口俊弥,2015年12月2日,2,今日の朝まで会員登録無しで使えてたのに仕事終わって開いて見たら「インターネットに接続されていません」の文字。キャッシュした音楽も全部消えたし、音楽も聞けない。会員登録しようにも出来ない。4Gなのに、なぜ接続されてないのか謎。ヤフーとTwitterは普通に開けるのにこれだけ使えない。結構、使えるアプリだっただけに悲しいです。改善お願いします。,0
Yusaku Yoshida,2015年12月9日,3,AK-69や湘南乃風などの人気アーティストの曲がオルゴールVer.またはそれすらないのが酷い。もっと邦楽を増やしてくだされば星5で！,1
飯田茉奈,2015年11月24日,1,これはいかがなものか。海外に強くても日本のアーティストがないと飽きる。せめてミュージックステーションなどに出るアーティストだけでも揃えてほしい,4
チバヒサシ,2015年12月2日,1,インターネット接続してくださいとかしてんのにさひらかんねーしまじなんなのそこ改善しろよ有料会員してやったんだがらや,1
ひかり星谷,2015年12月2日,2,いきなり聴けなくなったので前みたいに聴けるようにお願いしたいです。すごくお気に入りだったのでよろしくお願いします,0
Fam Mt,2015年12月2日,1,インターネットに接続しているのに接続しろと表示され続け使うことができない。意味がわからない。,1
Kotone Fu,2015年11月27日,3,このアプリ内でしか聴けないのですか？キャッシュした音楽は他の音楽再生アプリで聞けないのでしょうか。,0
Moss Moss,2015年12月14日,1,キャッシュした曲のデータがだいたい壊れていて、途中までしか聴けないものも多い。,0
都築雄馬,2015年12月15日,4,曲がフルで聞けなくなりましたそれとキャッシュしてたのに聞けなくなりましたどーにかならないですか,0
ハナクソラーメン,2016年3月31日,3,どいひ〜,0
高橋悠斗,2015年11月30日,3,backnumberやSEKAINOOWARIを入れて欲しい,0
てぃーS,2015年12月9日,4,もう少し新曲増やして欲しいです。,0
片岡直人,2015年12月7日,1,音量変えられへんとかゴミやろ,0
Yuh Yuh,2015年12月12日,3,backnumber入れて欲しい,0
こーた,2015年12月4日,4,アプリ自体はいいけど、個人的にはAKB.HKT.NMB SKE などの曲をいれてほしい,0
しゅんすん,2015年11月28日,3,使いやすくていいけど聴ける歌手が少なすぎる,0
Fermat FUNG,2015年12月14日,4,It will be perfect if Hi-res music is available!,0
武内昇平,2015年12月12日,1,つかわないね,1
GAR TO,2015年12月6日,5,これは、真面目にオススメ,1
ぺこりゅう,2016年1月30日,1,ずっと無料なら5個,0
ぱんだ,2015年11月29日,5,無料期間存分に楽しみます,0
平。,2015年11月14日,3,曲もけっこうあって、いいんだけど、WiFiがちゃんとつながってるのに、接続できてないとか出てくるから、いや。あと、曲をもうちょっと増やしてほしいな。おとは、きれい👍back numberがあったら、4つかな♪,0
宍倉優作,2015年11月15日,3,ポプュラーなのはそこそこあるんですけど、backnumberがないのが難点です。backnumberがあったら☆５評価でした,1
前田耀里,2015年11月19日,5,back numberとか増やして欲しい！機能としては最高！！,0
おくむらきこ,2015年11月13日,3,曲数をもーちょっとふやしてほしいです。防弾少年団とか back number とかmiwaとか安室奈美恵とかーーー,6
中村五香,2015年11月14日,3,無料アプリが多く出回ってる中では金額的には少し高い様に思います。使いやすさでいうととても良いと思います,0
しあた,2015年11月22日,2,1ヶ月無料中なんですが退会しないでアンインストールしても次の月はお金とられませんか？,1
中坪しのぶ,2015年11月14日,4,台湾やタイなどの音楽が聴けるのでとても良いのですが、たまに“この国では対応しておりません”表示　が出るのが何とも。デヴェロッパーは台湾なのに台湾のアーティストでこの表示が出るものがあるのはなぜ？互換性がないのはおかしくないですか？,0
きとぅちょ,2015年11月15日,2,もうちょっと新しい曲増やすのとバックナンバーとかナオトインティライミとか有名なアーティスト増やしてほしいです,3
村上真由,2015年11月14日,2,back numberの曲が少ないし、有名な曲があんまりない,1
窪倉希望,2015年11月22日,3,もうちょっと最近の歌手の曲を増やしてほしいです！特にBack Number！,0
こわかあゆむ,2015年11月13日,3,有名な歌がちょこちょこ無いから星三つ。,2
瀧本智也,2015年11月15日,5,プランをなくしてほしいです！,0
高橋里菜,2015年11月16日,3,もっと早く新曲を取り入れて欲しいあとナオトインティライミとかbacknumberとかも入れて欲しいです！そしたら☆５💕,0
あさのみゆ,2015年11月13日,5,着せかえしてても歌詞を大きく見せて欲しい！！,0
a ',2015年11月20日,4,ただ、ジャンルでアジアがありますが、K-POPとC-POPを混ぜないで欲しいです！その方が使いやすいです。,0
A *Re,2015年11月15日,4,でも、楽曲が少ない(特に新曲),0
片岡もえ,2015年11月22日,3,私の好きな曲がない,0
ぽっきー.,2015年11月16日,1,無料じゃない,0
ナンバヒロキ,2015年11月17日,4,back numberとかAK- 69とかが入ってないのが残念,0
白井敦也,2015年11月12日,4,Back number あれば最高！！！,1
山内美貴,2015年11月17日,4,この国では再生できませんっていうのがなくなれば、完璧,0
salsa nackoh,2015年11月14日,4,into the kkbox!,0
Lisa K,2015年11月14日,3,限られたアーティストさんしかいない。,0
くろ助,2015年11月13日,5,いろんな曲が聴けて最高ー(-^〇^-),0
阿部龍,2015年11月13日,4,AK-69がほしい,0
増田周太,2015年11月15日,5,最高,0
Googleユーザー,2016年4月3日,1,意味がわからない。これだったら14日間無料体験の方が良かったわ。こっちは金払ってんのに30秒しか聞けないとかどうなってんの？,0
jelly fry,2015年11月8日,3,致命的....これあれば月額払ってもいい。基本的にJPOPや洋楽などクセのない曲を聴くのであれば使えますね,1
大野龍成,2015年11月2日,4,家入レオの君がくれた夏が無いからそれ入れてくれたら☆5です！！だけどすごい使いやすいです！,0
れいた上田,2015年10月29日,5,BGMとしても使えるし、キャッシュすればオフラインでも聴けます。おまけにメジャーなアーティストから他にあまりない曲まで聴けます。とてもおすすめです。,1
Amasiki,2015年11月3日,5,とても良い！曲増やしてくれたら嬉しいです(*^O^*),0
Kasahara Megumi,2016年2月27日,1,退会したのに料金だけ980円取られてる何なんだよ！！,0
ああ,2015年11月2日,2,嵐とかNMBとかPerfumeとか無いからビミョー,0
けいるあす,2015年11月5日,5,有料だけとそれなりに良いです！探してた曲が出てくるので助かります！,0
豊島祐幸,2015年11月4日,4,Back numberがでてこない。(--,1
川内潤貴,2015年11月4日,5,を満たしてくれる音楽アプリ,0
紗希南條,2015年11月6日,4,すごくいいけどたまに使えなくなるのがちょっと残念。,0
長田雅人,2015年11月3日,2,谷本貴義 が少なすぎ,0
ねこてく,2015年11月7日,3,普通にいいけど曲すくない 曲あれば☆5,0
Googleユーザー,2016年1月16日,3,一ヶ月無料みじかい…  とても使いやすく よかったのに(ToT),0
溝口明花,2015年10月24日,1,ジャニーズ関連一切無し。嵐や関ジャニ∞すらない。AWAみたい。,0
Seiji Koezuka,2015年10月26日,5,台湾やタイの曲が聞ける。,0
aileeエイリー,2015年10月22日,3,更新しても、感じんな歌が聴けない,0
Fluffy Audacious Rainbow,2015年10月25日,2,不可能だし、しない方が良い。,0
村上廉,2015年10月24日,4,いいけど米津玄師の曲がとれない,0
ひゅーが,2015年10月11日,4,でも、たまにすきな歌がオルゴールバージョンのやつしかない時があるから、そこを直してくれたら、星５！！ほぼ、星５なんですけどね！！,2
サm,2015年10月19日,4,ただプレイリストから削除したらキャッシュしたリストからも消えるのはどうにかなりませんかね､､,1
増田成美,2015年10月9日,3,使いやすい方なのかな？でも、曲が無さすぎる。歌い手の曲とか全くといい程ない。もう少し増やして欲しい。,1
0840ヨッシー,2015年10月14日,3,アーティストの曲を人気曲だけじゃなくて一覧で曲を全部みれるようにしてほしいですアルバムだと探しずらいです,1
御代田啓志,2015年10月8日,4,たまに好きなアーティストがオルゴールバージョンしか ないのが残念！それがなければ☆5,1
のり,2015年10月11日,5,もっと無料期間のばして欲しいです！お願いします！！！！,0
小山優樹,2016年1月5日,1,m9（・∀・）ﾌｧｯｷｭｰ!!,0
Jun Nakamura,2015年9月19日,1,今まで聞けていたJ-POPが「未許諾」となって聞けなくなった。「この国での再生には対応しておりません。」とか何ぞ。日本人なのにJ-POP聞いたらいかんのか,1
\パン/ヨッシャアアウワヤッタァァアア,2015年9月22日,2,プレイリストの曲を変える度に、ノイズが入ります。アップデート後から発生してます。,0
Sachiko Kitagawa,2015年10月2日,2,アップデートしないと聴けないと出て更新したいのにいますぐ更新おしたら見当たりませんとでます。全く聴けないです。どうしたらいいですか？,7
t miya,2015年9月22日,4,欲しかったある7曲が検索しても出てこなかった...でもきっと権利許諾とかの関係で難しいだろうからそこらへんは運営さんには頑張ってほしいです。,1
和田祐人,2015年10月1日,4,バックナンバー、宇多田光、かりゆし、miwaとか増やして下さい。,0
C.L,2015年10月6日,1,退会しようと思ったら、エラーエラーエラーで三十分時間をおいてください。,0
石川裕紀,2015年10月3日,3,SEKAI ＮＯ OWARIとUNISON SQUARE GARDENが無いのとhoneyworksが少ないです,0
豪史麻生,2015年10月6日,4,曲が少ないけど大体の曲はきける オフライン再生にも対応しててすごく使いやすい,0
佐野正,2015年10月1日,5,アンドロイドにめっちゃ向いている。超最高,0
Kaz W,2015年10月1日,2,ちょっと最近の曲少なすぎるかな～,0
Takayasu Fukuda,2015年9月20日,4,色んなジャンルの音楽が沢山聞けるので候補の多いひとはおあつらえ向きです。,0
大澤綾,2015年9月30日,1,欲しい曲が全部なかった。,1
北嶋武蔵,2015年10月3日,1,防弾少年団とかない,0
伊藤京香,2015年9月22日,4,これは最高にいいですね,0
Miku Komoda,2015年9月26日,4,テイラー・スウィフトの1989あれば最高,0
夏芽慧流channel!動画投稿者,2015年10月2日,4,演歌が聞ける、良いですね❗,0
田村博幸,2015年9月30日,5,使いやすくて最高です！,0
濱本真也,2015年9月30日,4,今のとこね いい🎵,0
いがらしりょう,2015年10月1日,4,最高ー,0
Yuzou O,2015年9月10日,3,キャシュできるのはいい。曲も増えてきていい。Jay Chouの充実度は類似サービスでダントツ。たまに読み込みしなくなったり、同じどころから進まなくなったりします。,0
。らりるれろあたん,2015年9月8日,1,初日は普通にたのしめたけど二日目以降課金しないときけないとかきいてないんだけど？これあきらか詐欺ですよね？高校生に毎月金払わせるっておかしいだろ。他のアプリのほうは無料でよっぽどそっちの方がいいわ。もっとかんがえてアプリつくってください,0
わたあめ,2015年9月1日,4,更新してからすごく使いやすくなった！でもbacknumberは逃せないから聞きたいなぁ。検索しても出てこないから出てくるようにして欲しいです,0
megu chimu,2015年9月1日,4,ｿﾅﾎﾟｹは出てこないくせにﾎﾟｹﾋﾞは出てきた(笑)ｱｰﾃｨｽﾄ少ないけど類似ｱﾌﾟﾘの中で今のところ一番。,1
でぃ,2015年9月8日,4,Galaxy s5ですが、ソフトウェアの更新をしたらバックグラウンドでの再生ができなくなりました。対応お願いします。,0
前村豊,2015年9月2日,4,結構使ってます。　ただエラーナンバーの意味がわからないので何が悪いのかがわからない。,0
宮本孝太郎,2015年9月13日,5,神アプリ,0
Ryota Sakamoto,2015年8月14日,4,楽曲も豊富で使いやすいです。ただ、Bluetooth経由で聴いている際にBluetoothスピーカーを切断してもスマホのスピーカーに切り替わって音楽が流れ続けるのが不便です。特に車で聴いている時など車のエンジンを切っても音楽が止まらないので自動停止出来るようにお願いしたいです。Music UnlimitedやPlayMusicは同じ条件下で自動停止していました。それとキャッシュした曲の削除もアルバム単位で削除できたら便利だと思います。,2
kakky 0403,2015年8月19日,5,AWAとかLINEmusicよりもいいと思うよ。インストールしたばっかりだからなんとも言えないけどね。家入レオ聴けるようにして欲しいな。なんでも聴けるようなアプリ目指して頑張ってください。,2
西田海奈,2015年8月23日,3,システムとかには不満は無いです。ですが、聴きたい曲が入ってないことが多いです。ポルノグラフィティってメジャーだと思うんですけどオルゴールでしか入っていなかったので聴けるようにして欲しいです(－－;),0
紅ほっぺ,2015年8月24日,4,インストールしたばっかだけど結構いいと思う。K-POPの曲を増やしてほしいのと、新曲を増やしてほしい。それ以外はなにもゆうことなし！,0
KAZUE KUMEKAWA,2015年8月21日,5,歌詞が出るのがありがたい。CD から落とすと、画面で見ながら…ができなかったので。,0
捺乃新澤,2015年8月15日,2,オフログインってなにか出来んし,0
K hachi,2015年8月25日,4,楽曲数も多いし、サポートのメール対応も的確&迅速で大変満足しています。  これからまた、色々な曲が増える事を期待しています。,0
Patricia sayuri,2015年8月28日,5,お金払う価値ある(o´艸`),1
kouichi moriguchi,2015年8月18日,5,前にやって時に比べて新しい曲増えた　個人的には大塚愛の曲聴ける様になったので嬉しい,0
網矢凌太,2015年8月25日,4,ただ、曲～曲の区切りがわるい　まだ終わってないのに次にいってしまうのがねー(ノ_・。),0
ぅくだい,2015年8月15日,2,ネットに接続してるのにオススメが見られない,0
