name,date,rating,content
Googleユーザー,2018年12月31日,5,今まで音楽とかYouTubeで聴けばいいと思ってたんですけど、専用アプリはやっぱり違うなあと感じました。 最近のアプデでもっと快適になっているので是非とも使ってみてください！
ka na,2019年6月1日,2,バックグラウンド再生とかも出来るからいいアプリだけど、他のアプリの上に重ねてやるのは本当におすすめしない。画面消して音楽聞くだけならいいけど他のアプリを使いながらだとそのアプリの方が重くなってカクカクし始める。特にゲームのアプリとかだともっと酷くなる。他の音楽アプリはバックグラウンド再生でもカクカクしたりしなかったのでこれはアンストかな。
九十九五十夜,2019年9月21日,4,検索をかけたら「データの取得に失敗しました」と出ることがあり、好きな曲が検索出来ません…。 再起動して試してみたりもしたのですが、同じでした…。 もしも不具合であるならばなおして貰えるとありがたいです…！
水山段三郎,2019年11月19日,4,いい いいんだけども機能の要望がある 1.横画面への対応をしてほしい 2.プレイリストの並び替え
Googleユーザー,2018年9月21日,4,他のアプリ開いて使ってると凄く止まります。容量の問題かな、と思ってあまりいらないアプリをアインストールしたけど変わらないです。何か理由があるのでしょうか。
紅葉そらまめ,2018年10月10日,5,つべの曲がバックグラウンド再生できるのが凄くいいです。 音楽アプリを使ったのは初めてですが使いやすくてオススメです！ バックグラウンド再生時の小さな画面？が動かしにくいのは仕様なんでしょうか
くるくるぱー,2019年8月29日,5,古いバージョンから使ってます。一時期使わなくなったのでアンストしていたのですがやはりいいです。画面をだして他アプリを使いながら出来るのは最高です。皆さん意外と重くなると言っている方が多いのですが私は全く感じませんでした。スマホの機種やアプリの関係かも知れません。ゲームをやりながら曲を聞きたかったりしたい人は是非。
jam amo_,2019年11月7日,4,ゲームのときに動画が隣で再生されてるのが気になりますがbackground再生ができるので よき！
マリアミヤカ,2020年2月24日,5,すばらしいアプリに出会えたことを感謝します。ありがとうございます！
松崎寂聴,2020年4月1日,4,YouTube動画をデータ容量をあまり使わずに見られるデバイスと考えればなかなか便利
死滅殺忌,2018年12月7日,3,他のことしながら出来るのがいいのですが、曲を聞いてる最中にかなりの頻度で突然音楽が止まり、画面からも消えます。続けて聞く時の二番目で必ず発生するので直して下さい！
シンガーソングライターゆなぴ,2018年12月20日,3,まぁ、初めて使う人でも簡単に使える！使い始めて5分くらいでレビュー出てきたけど。それさえなくて曲のレパートリーがもう少し多ければ星5です！
スプライトスプライト,2019年11月11日,1,曲検索と言ってもYouTubeで動画を検索しているだけなので、自分が聞きたい曲が出てこないので、その部分を改善してほしい。
lily Flower,2019年1月16日,5,歌詞が表示されるものもあって、まだ、使いはじめてそんなにたってないけど、かなり便利な音楽アプリだと思います。お金もかからないし、このアプリより良いものはないと思います！
Googleユーザー,2019年1月13日,4,初めて使いましたがとてもいいですね！ けど星をひとつ付けなかったのは音楽？の動画が邪魔で……見れるのはすごく嬉しんですが音楽聞きながらなにかやろうとしてもすごい邪魔な時があります…
たあ,2019年1月25日,4,たしかにいいですが、バックグラウンド再生を売りにしているはずだがすぐ切れて流れなくなってしまう。困る。もう少ししっかりしてほしいと思う。
Googleユーザー,2018年12月2日,4,好きな曲が好きなときに聞けて、小さくなったときに、場所を好きなところに移動できるのが、すごくうれしいです
Googleユーザー,2019年3月18日,4,どんな曲もあるので驚きです。又、プレイリストに入れて置けば後で聞く事が出来るので便利です。MP3に保存出来れば5つですけど、出来ないのと、プレイリスト間の移動が出来ない為、4つにしました。
つきうさぎ,2019年3月15日,3,小さい画面から大きい画面にする時、音が途切れるようになりました。 そこが改善できれば☆5かと。 アプリ自体はいいです。強制終了とかは多いですけどね。そこも改善お願いします。
Googleユーザー,2018年10月17日,5,広告が無いので途中で止まることなく聴けるのでとても使いやすいです！今までこのようなアプリに出会ったことがないくらいです！自分の聴きたい曲も全てあるのでオススメです。
チョコミルクレープ,2019年10月24日,4,たまに、固まりますが使いやすくお奨めのアプリです。機種変しても毎回このアプリは入れてます
be-ze,2019年3月26日,4,大好きなアプリですが、引き継ぎしてくださいと出て引き継ぎしたのですが、引き継ぎが完璧じゃないようです。最近プレイリストに入れた曲は引き継がれてません。どうにかして下さると助かります！
ふじえたくと,2019年5月31日,5,最初の頃からみているので、結構楽ちんで楽しいです！YouTubeよりもギガ数が少ないのがいいですね！あと、マイプレイリストでの保存や、オススメを表示してくれるのもいいですね
TO,2019年6月13日,4,　なぜかわかないけど、急に音楽が聴けなくなりました… 　一回アンストして、またインストールしてみますが、せっかくつくったプレイリストが消えてしまうのがとても残念です… 　直してほしいと思いました。
l l,2019年11月5日,5,ちょっと他のアプリを使いながら見ると画質が悪いけど音楽に異常はない！
マックスアニー,2019年11月30日,5,使いやすさと、音質の良さで使い続けています。私の日常に不可欠なアプリです。
大崎和之,2019年12月8日,3,聴ける楽曲が、多く手検索もスムーズに出来るので、ストレス無くたのしめました。
Googleユーザー,2018年9月21日,5,急に切れるのやめて欲しい。通学時に使っているのですが、最近30分聞いたらバックグラウンドも消え、プツンと音楽がなくなってしまうのがとても嫌です。なんとかしてください。
Googleユーザー,2018年12月2日,4,いいと思う、外用では、無いけど家用にものすごく向いている、 このアプリ、曲だけじゃなくてYouTubeだから他の動画を見ながら、ゲームとか、出来るのがとてもいいと思う
noya morioka,2019年10月28日,5,ユーチューブが見れないひとでも、簡単に使えたり、見れたり出来る。
渡辺充,2019年11月4日,5,めっちゃ、使いやすいアプリです！ LINEとかしながら、音楽聴けるのは最高！！！！！
もろもろ,2019年5月8日,4,他のアプリ使いながらでも聞けるのはいいですね。ただ音が出るものを使うときに止まっちゃうのがよくないかなぁと思います。小さいおとでもいいんでそうしてもらえたら星5でした。
霧島月華,2018年10月14日,4,小さい画面が消せないのは最初ちょっと邪魔と思ったが無料で聴けるし、便利だが探しているのにその先を読み込むを押すと必ずレビューをするように促され読込み出来ないので書いているのでイラッとしたので★4にしました
前野加那子,2019年5月22日,2,前のは画面消しても聞けたのに今は画面消したら音も止まる。ほかの通知音で消える前はそんなこと無かったし、引き継ぎもまっったくできなくて作り直しました。不便にするための引き継ぎですか？違うアプリ探します。
Googleユーザー,2018年11月18日,4,レビュ求められたので渋々とまだ使い始めたばかりでまともな感想など語れるわきゃないでげすぅ。下のちっさぃ画面が入力に邪魔なんすが、あ、好きな場所に移動も出来るようだ発見。これくらい使い勝手おぼつかないユーザーに☆5お願いとかワヤだで。そゆの求めてこなかったら☆5つけてたかも？
ゼノンマンサ,2019年9月2日,1,YouTubeの音楽やゲームのBGMがゲームアプリ中に聴けて最高ですが広告のせいかギガが沢山、消費されるようになりました。 これならYouTubeを低画質で見てる方がマシです。このままなら他のアプリに変えます残念です
結城忍,2019年12月8日,1,たまにぶれて、聞けなくなる時があります。聞けないと、困る。
いーあー,2019年1月30日,5,10秒スキップが欲しいなと思いました。 ゲームする時に小さい画面になった時上手く移動できないことがありました。改善していただけると嬉しいです。
さっちん,2019年4月14日,4,検索しやすい。音質が良い。CMがあまりじゃまにならない。動画によって音量が違うことが使いづらい。かれこれ1年間くらい使ってます。
Googleユーザー,2018年12月9日,5,色々な曲が聞けてとても楽しいです。 リピートやシャッフルも出来るので簡単な操作でやりやすいです。 検索してから読み込みの速度が早いので良いと思います。
泡麻。,2019年5月2日,5,とてもよいです！！充電のへりがはやいのは全然許せます！！
星野霧華,2018年9月20日,4,よくわからないのですが、いきなり音楽が聞けなくなり、画面が白いままで止まってしまっています。 その他は大変満足しているのですが、これが自分のせいなのかはわかりません。
Googleユーザー,2019年3月21日,5,ホームボタンを押しても小画面になって音楽が流れ続けるのが良いと思います！ 他のアプリにもあると思いますがプレイリストからすぐに聞けるのが良いですね！
\究極のガバゥヴァ/,2018年12月2日,4,曲が沢山あって音質も良くてアプリを閉じても音楽が流れてとてもいい
Googleユーザー,2020年4月12日,1,いきなり固まって、バグるのは何故??????????
Googleユーザー,2019年1月12日,4,シンプルで使いやすいです。通信料節約モードが特にありがたいです。 スリープタイマーがあればもっとありがたいので、ご検討よろしくお願いします。
Googleユーザー,2018年12月5日,5,電源を切った状態でも聴けるようにして欲しい、小さい画面を消せるようにして欲しいって書いている人が多いですが、ちゃんと詳細読んでますか？？？？
Googleユーザー,2018年11月24日,5,これめっちゃ最高です！ バックグラウンド再生できる音楽アプリで最初に出会えて本当に良かったと思えるぐらいですね… ようつべの動画、曲が凄く手軽に聴けるので、オススメです！！
Googleユーザー,2018年10月8日,1,音楽再生できるのはいいけど、再生して他のアプリをする時に位置的に邪魔で、どかしたい時にどかせない。 それと、画面を小さくして一時停止をしたい時に一時停止が出来ない
角地大輝,2018年12月25日,5,最高です‼自分がいままで見てきた 音楽アプリでは、無料聴き放題なんて、 ありませんでした。だから、音楽アプリでは、 これが一番楽しめると、思います‼
ぶびーこと,2018年12月19日,5,アプリを起動しながらも聴けるからとても嬉しいです。さらにYouTubu上の曲や有名な人の曲等も聞けたりしてジャンルも豊富だし、ラグ等も発生しないからとても利用させていただいています。
智子池田,2018年10月27日,5,様々な曲が聴けますし、幅広いアーティストのバリエーションは最高です。バックグラウンドでの画面も小さめでほかのアプリのじゃまにもならないのでオススメですが
池田陽花理,2019年6月16日,3,悪くは無いアプリだと思います。ただ、最初にエラーが出てアプリを再起動しなければならないのと、前のピンクのアプリの時と比べて遥かに通信量を食うのを改善して頂きたいです。
鈴木暁,2019年8月29日,4,最近、ちょっと落ちやすいです。 それに消える時に無音なのは怖いですし、困ります。せめてカクカクしてるとかならまだしも、何も不具合がないのに落ちます。私だけかもしれませんが、確認及び返信待ってます。
夜宮琉唯,2019年11月15日,1,全然開けない。なんか最近使えなくなりましたね。結構使ってたからショックが大きいです。
Googleユーザー,2018年10月20日,4,聴きたい曲も見つかって満足なのですが、他のアプリをやりながら聴くのに、映像が画面に出てしまってやりにくいのですが、、そこをどうにかできますか？
Googleユーザー,2019年1月17日,5,時々繰り返しボタンが小さくなったり、小さくなったせいでシャッフルが押せないことや画面が大きくなるバグがあります。でも、使い勝手はいい方なので星5です！
鈴木善燈,2019年5月14日,5,他の音楽アプリよりも断然使いやすい！！マイリストに沢山ミュージックリストを作れるので、場合に合わせて聴く音楽を変えることが出来ます。ちなみに僕は小6です。
久行角田,2019年2月5日,5,たまに、別のアプリを開けようとすると、動画が切れてしまうことがあるのでそこを直してほしいけど、他は使いやすいし良い！
Googleユーザー,2018年11月28日,4,他の画面に移動しても音楽が聴けるのは良いんですが、WiFiが繋がってないとこだとやっぱりユーチューブと同じようにギガが減りやすいですか？
・うさぎ,2018年12月1日,5,他のアプリしながら曲を聴けるのがとても良いです！ YouTubeに出ている曲だけなのが少し不満ですが⋯、それ以外は今のところ全体的に気に入ってます！
DAICHAN TANAKA,2019年4月25日,4,かなりいいです！しかしピンクのヘッドホンが最近消されません。またランキングが表示されません。音楽はちゃんと聞けますけど改善をお願いします
ヒロ中田,2019年8月26日,5,初めてこのアプリの存在を知り『他の音楽系のアプリに比べ使い勝手が良いし音質もけして悪くない　それにプレイリストに保存した好きなアーティストの曲を簡単に聴ける、やたらと課金を進める某アプリなんかよりは断然オフスメだと思います
優,2019年10月5日,5,色んな曲が聴けて嬉しいです
工藤あきな,2019年10月31日,5,いろいろな曲が有り、アプリを使いながらも曲が聴けるから良いと思います
杉さやか,2020年2月29日,5,いい曲があってすごくいいです！このアプリ！
原谷弥生,2018年9月18日,4,他のアプリと併用できるのは嬉しいですが、結局YouTubeに無いものは聴けないので、アルバム内の曲を聴きたい時などは無いものが多いのが残念です
下村唯翔,2019年2月19日,5,聞きながら他のアプリ開けるのが魅力、同じ曲が流れることが気になるかもしれないが特に不便はない。オススメのアプリです。
柊尋,2019年5月22日,3,とても使いやすいアプリです。 しかし、 他の方も書かれていますが、再生ボタン押した後強制終了になってしまい、現在何も聞く事ができません。早期改善をお願いします。
Googleユーザー,2018年11月27日,2,使い始めて1ヶ月も立ってないのになんか謎のバグが起こる。
せいら,2019年4月7日,3,何回スマホを再起動しようとアプリをタスクキル後再起動しようと音楽が再生されず、ずっと画面が白いままです…。機種はAndroidで容量にはまだ余裕があります。
Googleユーザー,2019年1月26日,4,普通に良いと思います！YouTubeだと画面そのままにしないと聞けないけど、これだったら閉じて聞けるからよき◎私はぷらそにかと丸山純奈ちゃん、三阪咲ちゃん、冨金原佑菜ちゃんを聞きたかったのでいれました！！
山本那津子,2019年3月18日,1,１曲終わって次の曲を聞こうとクリックしたら消えてまた最初からになる。 通信速度を越えているのでまた最初からになると再生されなくなってまともに使えない。
山田担JUMPファン,2019年1月12日,5,WiFiが繋がらないと聞けないという所は、ちょっと…って感じですが、 他の面ではとても良いアプリです 好きな音楽だけ、連続で聴けるところが特に♥
Googleユーザー,2019年1月21日,3,アニソンが豊富なのが○。 もっと表示で評価に飛ばすのは×。 バックグラウンドで再生できて、パネルの操作もスムーズに出来るのが○。
Googleユーザー,2018年12月2日,4,"とっても良いアプリ、操作も簡単だし動画も見れる でもWi-Fiが無いとこでも音楽が聞ければ満点なんだけどなぁ,,,（わがままですいません,,,）"
Googleユーザー,2019年3月1日,5,使いやすいし、聞きた曲が調べたらすぐ出てくるから便利！勉強とか移動中とかにイヤホンで聞いてテンション上げてます！
乱数君&三郎君は可愛い,2019年4月7日,1,すぐに落ちる まじ使えん なんなんですかね、他のアプリを使っていても音楽が聴けると言っているのに、音楽が聴けないのはおかしいです アンインストールします これを入れるのはおすすめしません
わたあめ機,2019年4月27日,5,アプリとてもいいです！ただ広告釜でてしまうのが少し残念ですでもそれは仕方ないと思って星5にしてもらってます！これからも期待してます
Googleユーザー,2018年10月4日,5,毎日このアプリで音楽を聴くのが日課になってます。いろんな音楽が聴けるから凄く便利です。ありがとうございます
江ノ島盾子,2019年1月4日,3,あの画面のサイズとか色々おかしいです。 あと、小さくしたあと大きく戻そうとしたら下に行って指離すと消えちゃう… 改善待ってます アプリ自体は良き
春桜,2019年7月3日,3,最近開いても直ぐ強制終了かアプリを再起動してくださいと出る……でも、自分で聞きたい順でリスト作れるし、音楽聞きながら他のアプリが開けるところは良い……ただ、小さくなった画面が偶に邪魔になる。
パジャマくん,2019年11月29日,1,なんでか歌のやつ動かす時にうまく動かせん、移動も自由にできないんじゃ使えねぇ
田中太郎,2018年11月25日,1,「もっと見る」ボタン押すときに星5レビューをお願いしますと出てボタンを押すことができない。ここまで露骨にコメントせがんでくるのは初めて見たので書いてみました。これでボタンを押せるようになればいいのですが…。
Googleユーザー,2019年5月1日,5,このアプリは良き！なんでも聞ける！！ でも動画が削除された時に知らせてくれる機能は欲しいかな。昨日はあったのに次の日に消されてるってことが何度かあったから…
東方が好き悪いか,2019年8月26日,4,画面にYouTubeの画面を重ねて表示しないで欲しい。あと、できたら電源を消しても音楽が聴けるようにして欲しい。上の2つが直ったら☆５です。
ねこ,2019年11月7日,5,とても楽しい曲がたくさんで勉強中などによく使っています！
ああ,2020年1月20日,5,何もしないで音楽が聞けるーーーーーー!!
Googleユーザー,2019年2月6日,4,使いやすくてとてもいいです！ホームボタンをおしてもながれてくれるので嬉しいです。しかし画面をけすと音楽がとまってしまうことが欠点です
朔間晃牙,2018年12月20日,5,今まで使っていた音楽無料アプリよりも凄く良いです！ブラウザを使いながら音楽が聴けるバックグラウンド機能付きなのでそこがまた嬉しいです。
ぴこぴこ,2019年5月6日,1,評価がまあまあよかったので入れてみましたが、まず検索が遅くて待てません。検索もされません。なので評価が出来ないので今のところ1です。検索をもっと早くしてくださいお願いします。
M Achimi,2019年1月14日,5,バグも無くて、電波がない所でも、使えるのはいいと思います。ですが、動画の所は、少し邪魔ですね〜
Googleユーザー,2019年2月23日,5,好きな音楽が無料で聴けてとても嬉しいです！しかも、違うアプリを開きながらでも聞けるのでとても有能だと思います！
梨犬くん超好き!,2018年12月23日,5,好きな曲を毎日聞きながら勉強などをしていて、とても最高です！一つお願いがあります❗画面を閉じても曲が流れるようにしてほしい‼のがお願いです
花子,2019年10月20日,4,せっかく使い勝手が良くて気に入ってたのに、急に広告が再生されるようになって動画が停止されるからイライラする。 前みたいに、広告は画面端だけで十分目に入る。
林珠生,2019年11月18日,4,色んな音楽が聴ける。 通信環境が悪いのか たまに作動しない
d alu,2019年12月8日,5,音楽を聴く時にスマホのアプリで特に1番使わせて貰ってたアプリです。
くコ:彡イカちゃん,2019年1月2日,2,使いやすい！ 他のアプリ使いながらでも使えるのはいいね
伊藤裕紀,2019年5月25日,3,無料だから気軽に使えます！ お金がかかるのは広告を消したいときだけだと思います。 でも、ロック画面の時に音楽が再生されないのが残念です。 設定はどうやって変えるのか全く分かりません。
みやほり,2018年12月27日,5,レビュー書かないと、もっと曲が読み込むことが出来ないので。 でもYouTubeを開きながら別のアプリを使えるものを探していたのですが、ちゃんと使えるので普通に星五です。
岡﨑彬,2019年8月2日,5,このアプリは、本当に素晴らしい！古い時代の歌も、外国の歌も、期待を遥かに凌ぐ、豊富な内容！兎に角、素晴らしい、の一言だ。誰にも、薦められる。
赤羽真理子,2019年10月13日,5,曲を聴きたくてこのアプリいれたんですが、自分が好きな曲を検索するとYouTube みたいに〜をうたってみたみたいにでてきてとても良いと思います！ あと自分でも歌えるみたいな機能もつけたしてほしいです！
koro koro,2019年11月12日,4,使いやすい便利。でもたまに勝手に止まったりする。
七ヶ星悠霊,2019年5月19日,5,音がクリアだし、一つのワードから色々な曲や動画が見つけ出せるので調べたワードから意外な曲を発見したり、新たな曲を見つけたりできる！！
レオンドールスカーレット,2018年12月14日,4,運転中にこのアプリを使って音楽を聴いています。 曲がリピートで聴けるし、お気に入り登録していれば、検査しなくても済んで使い安いです。
Googleユーザー,2018年11月17日,5,とても良いアプリです！ バックラウンドできますし、他のアプリでは聴けないような曲も聴くことができるので気に入っています！
あん莉,2019年5月19日,4,通知に時々聴いてもない曲が毎度出てくるからめっちゃ腹がたちます。それか意外だったら文句なしです！
koki //,2019年3月17日,5,とにかく素晴らしいと思う いちいち広告が出てくるとかそういうのもないし なにより扱いやすい ほんとに素晴らしいアプリだと思います ただ、YouTubeを見ているのと一緒なのでギガ食いが凄いです苦笑 でも色々使いやすくて大好きです
あまま,2019年5月13日,3,いいねした動画のデータ移行出来るようにしてください！ それ以外はとても使えるのでいいと思います 携帯変えた時、いいねした動画を移すのが大変すぎます
Googleユーザー,2019年1月17日,5,多くの曲を聞くためにレビューさせられるのはちょっとなーって感じ あと閉じた時の小さい画面が邪魔な時があるから改善してほしいな それ以外今のとこ不満無いです！
Mituya LOVE,2018年11月4日,1,使いづらい。画面を消しても流れるようにしてほしいし、他のアプリを開くと小さい画面が出てきて邪魔。 しかも、度々音楽止まったりして腹立つ
タロウレン,2019年7月15日,1,YouTubeを使ってるのは問題だ。再生リストの動画の順番が勝手に入れ替わる。動画によって音量がバラバラだ。YouTubeを使うくらいならせめて音量を統一すべきである。このアプリを使うとイライラする。
Googleユーザー,2019年9月20日,3,基本機能が良くて気に入っている！だけど検索する時に、原因不明のデータ取得失敗が増えた。早いとこ改善して欲しい…。
??????,2019年10月11日,5,いつも使わせてもらってます！ncsなど洋楽など色々あっていいですね！難点を一つ言うと、好きな曲が出てこないときがありますでも運営さんは、神様なので許します！！★★★★★です！よろですぅ！
sj.,2019年10月20日,3,最近音楽を聴いてると止まることが多い。再生ボタンを2回ほど押したら直るけど止まる事に押さないといけないからすごく面倒臭い。対処お願い致します
みつ龍,2019年11月15日,5,使いやすい。おすすめ。シャッフルでランダムにできるのが私的にポイント高いかな
大塚隆史,2019年12月13日,4,とても使いやすいです、音質もいいので手放せません
Googleユーザー,2019年3月2日,3,他のアプリを使っていても聴けるのはOK！ でも画面を消しちゃうと聞けないのはなぁ… YouTubeと連携？しているから本家の歌が調べても出てこない時がある
風吹,2018年9月25日,5,まぁ、内容的にはいいけど。無理矢理レビュー書けとか星５に協力しろとかよろしくないね。まだそれだけならよかったけど星５やらないと読み込めないとかはムカついた。
Googleユーザー,2018年12月1日,5,すごく良いんですけど、ランダムボタンとバックボタンが被っててランダムにできません。バックボタンの位置をどうにかしてほしいです……
Googleユーザー,2019年2月27日,5,とてもいい❗ホンとにいい。画質いいし、きれいにおとが聞こえるし。あと、電源切っても流れてくれるといいなて思う。そしたら最高❗
Googleユーザー,2018年11月28日,4,とても使いやすくて大好きなのですが、最近他のアプリと同時に使っているとすぐ落ちてしまいます･･･ 改善して頂けたら有難いです。
Googleユーザー,2018年12月21日,5,アプリを閉じると画面に出てくるからそこを改善して欲しい。電源切った時？にも流れていて欲しい。他は全部いい！
阿部倖叶,2019年5月18日,1,きれいに音が流れないです。前のは曲が止まったり、アプリが強制終了しなかったのに… もっと快適に音楽を聴けるようにしてほしいです。
あこ,2018年9月20日,2,ダウンロードして1分もたたないくらいでこの評価画面がでた。どんな曲があるのか見ようとしただけなのに。 全然使ってないから評価しようがないけど、頻繁に評価しなくちゃ先に進めないなら面倒
Googleユーザー,2019年1月3日,5,いろんな音楽が聞けるし、ホームに戻っても、音楽が続くので他のゲームしながら音楽が聴けてとても楽しいです。
ゆうゆう,2019年7月5日,4,時々曲が検索できないときがあるけどそれを抜かしたらいい。 あとプレイリストをリピートしてくれるのはいいけどリピートなしの設定も出来るようにしてほしい。
M T,2019年8月15日,5,良いアプリで音楽聴く分では、元々のYouTubeより良いかなって思うけど、動画見る分では、負けてるって言うか...拡大出来たらなって思います。　けど本当に使いやすいアプリです！
りり。,2018年11月10日,4,歌詞のサイトを見ながら開けたりして歌詞覚えるのに役立ってます！ LINEしながらとか、他のアプリ開けるのが便利です！
Googleユーザー,2019年1月11日,5,色んな歌を聴けていい。他のことを していても使えるから使いやすい。 でもレビューレビューってちょっと イライラした。
Googleユーザー,2018年10月31日,3,音楽のリストを作るのも楽で使いやすいです。曲の幅で言ったら微妙ですが、無料なので満足です。
Googleユーザー,2019年1月30日,5,ＨＭ＆ＨＲのカバー音源とカラオケで助かってます。 ダウンロード出来れば最高出来れば、また最高ですけどね。 バンド＊リーダーとしてカバー＊ナンバーをグループLINEで配信したい❗
ハスター好き,2019年1月26日,1,使えん。なんが、ウェブページがどうとかでーだ。全然再生出来んやん。ゆっとくけどギガつけとるけんな？これでもう一回ならんかったら金払え。使ったギガ分
Googleユーザー,2019年4月1日,4,最新曲から古い時代までの曲が聴けるので大変ありがたいです。出来ればオフタイマー機能とかあると嬉しいです！
Googleユーザー,2018年10月27日,5,前に使ってた音楽アプリより断然使いやすく、説明も分かりやすく、かなり良いと思います。 これからも使わせていただきます。
川阪たかとし,2019年6月28日,4,最初に全画面の広告が出た時はビックリしたが､どこかのゲー厶より遥かにマシですぐ慣れました。検索による曲の候補が多くて良いと思います｡
カモj 5,2019年8月29日,4,すごく使いやすくて良いですけど再生リストをシャッフルしようと思ってもシャッフルボタンが 戻るボタン？に重なっててシャッフルできないです。
三条水月,2018年10月12日,5,ずっと聴きたいと思っていた曲があったので嬉しいです。CDの発売予定がないものなので、アプリで聴けるとテンション上がります。
Googleユーザー,2018年11月23日,5,いつも使わせて貰ってます。 基本言うことはないのですが、出来れば電源を切ったままでも聴けるようにして欲しいですm
**** Fujiwara,2019年3月3日,5,今の状態でも良いですが、スマホの電源オフにしても音楽が続く機能があればさらに良くなると思います :))))
yome toriatama,2019年6月29日,1,聴いてる途中で切れたり、すぐ終了してくれないのが困ります。 容量が1ヶ月持たずに警告されてしまうのでうかつに聴けないです
鈴木聡美,2019年10月26日,5,本当に便利な音楽アプリです！ 絶対に音楽が好きな人はこのアプリを使った方がいいかと思いました。
名井ももフォーエイトfam&すいーつ,2019年2月20日,4,使いやすいのですが、インターネット無しでも使えるようにしたら、インストールする人が増えると思います。（上から目線すみません
梁島はるき,2019年3月5日,1,マジくそ 通信量節約モードにしてもめっちゃギガ持ってかれる。さらにオフラインが出来ないのでずっと携帯を開いてなきゃいけません。充電もギガも持ってかれるくそアプリです。 絶対オススメはしません。
Googleユーザー,2018年12月1日,5,とても使いやすく、良いです 前に使っていたのはバックミュージックの機能が無く、困っていたので助かりました!
ゆず飴,2019年3月5日,3,何故か知らないけど、エラー起きる。 他の音楽アプリも持ってるけど、それは使えた。 修正お願い致します。
ノゲノラLOVE,2019年3月25日,5,これは大抵ようつべから来てるから、切り抜きとかがありアニソンのop edの1分30秒とかアニメで流れてるときと同じように聞けるため使いやすいので星5にしました
山本勝,2019年4月27日,5,気に入ってます❗ You Tube で聞いて曲を、そのまま聞けるので良かったです。 使い勝手も私的には満足です。
榊原夏樹,2018年12月15日,4,結構使いやすいですね♪ 私は、そう思います。 でもバグが結構多いですね。そこさえ改善すれば、☆5ですね♪
スライムLv67,2019年8月26日,2,前の赤色の方がバックグラウンドでも使えた。ゲームしながらでもカクカクならずに使えたのに。 これ、重すぎです。他のアプリと併用できない。
みぃ,2019年12月8日,5,広告なども入らないし無料でどんな曲でも聴けるからとても良いしかも何かしながら聴けるから良い
Googleユーザー,2018年11月6日,5,自分的に良いアプリだと思います。検索しやすいですし、音も良いので外出時の空いた時間に重宝しております！
w lj,2019年2月17日,3,とても使いやすく良いと思うのですが、画面上に小さくして表示していたものが突然消えてしまいます。それをどうにか改善して欲しいです。
加藤政秀,2018年11月15日,5,とても良いです。けど、小さい画面が時々邪魔なので、小さい画面が消せるようにしてほしいです。
Googleユーザー,2018年12月4日,4,使い始めたばかりでよく分からないけど ヒットチャートなどをシャッフルしたり、次の曲に飛ばしたりする方法が分かりづらい
Googleユーザー,2019年1月26日,3,全然音楽が再生されないぶっ壊れたと思ったけどただ電波が悪いだけでしょうかアプリはいいと思います使いやすい（Wi-Fiあれば）
ぱな,2019年1月5日,2,①画面が暗くなっても音楽聞けるようになること ②MVの小さいな画面を消せるようになること を改善すれば文句なしです。
rin komo,2019年5月8日,4,うーん、何かどうしてもkagekiyoっていう曲がエラーで再生出来ない……どうして？さっさとどうにかしてよ？マジでkagekiyo以外は再生出来るから。kagekiyoだけ再生出来ないと悲しいからね？
高宮咲,2018年10月30日,5,つべの広告が流れるのが嫌でこちらを利用。バックグラウンド再生も出来るし、大したストレスも無く利用できているので満足
Googleユーザー,2018年9月26日,4,操作が簡単で分かりやすく個人個人のプレイリストを作れて良い。 バグも少なくて気に入っている。
Googleユーザー,2018年10月1日,1,アンインストールしたのに、メールがしつこく送られて来る。メールの配信を停止したのにも関わらず10分に一回はメールがくる。迷惑すぎる。運営まじでやめてほしい
Googleユーザー,2019年6月23日,5,結構曲が聴けますが、Wi-Fiが無いと使えないってのが痛いです それとアプリを同時進行すると重くなるのでそれを軽くしてほしい
himawari happy,2019年7月18日,3,いつもプレイリストに登録して聞いているが、最新探すときにカバーが多すぎて、曲をよく知らない人にはどれが本人か解りずらい。
葛西駿滋,2019年8月29日,4,使いやすくっていいね！ だけど、ネットワークがどうたらこうたらって出て来て音楽聞けなくなったんだけど。
倉鍵徹也,2020年2月4日,5,色々使ってみましたがこれに最後はたどり着きます
ダイスtkm_じゅーぞー,2018年9月18日,5,最高！特に音楽聴きながらほかのアプリいじれるのがイイ！
さとまるほしほし,2019年5月19日,4,YouTubeじゃんと思ったけど他の人のレビューで曲のリピートが出来るし好きな曲のリストが作れるて書いてあって便利なのかなぁと思い直して使ってみます。
葛西こころ,2019年4月2日,3,これの前のミュージックボックスを使ってたんですけど、それでいいねを押している音楽が、このアプリで引き継ぎをしても出てきません。
Googleユーザー,2018年12月25日,4,他のアプリを開きながら音楽を聴いていると消えてしまう事があります。私の場合デジタルで絵を描きながら音楽を聴いているので改善してほしいです
サトミナガイ,2019年1月24日,4,普段はMVで見れない曲も聞けるので楽しいです。 気になった曲の歌詞の一部でも検索できる機能があると嬉しいです
香西都美,2019年6月22日,5,とってもいい‼いろんな音楽が聞けて音だけじゃなくユウチユゥーブと同じように画像？付き！ユウチユゥーブと違い同じ音楽を聞きたい‼というときは、その音楽を選んでそのままにするだけで何回も再生してくれるのでとっても便利です❗
