,name,date,rating,content,like
443,Googleユーザー,2017年3月12日,4,アルバムアートが隠されるのが難点。他には不満なし。便利に使わせてもらってます。,0
444,猫神蘭,2016年12月21日,3,びっくりするほどいいものでもなく、がっくりするほど使えないわけではないから普通,0
445,燕子花こりす,2017年3月23日,5,日本語化けについても対応策が書かれていましたし、使い続けて悪い点がなかったので、非常に満足です,0
446,旧壱,2017年1月10日,5,余りこだわりの無い自分にとっては最高のアプリ。,0
447,仲山弘吉,2017年4月23日,5,再生リストを簡単に作れて便利 日本語表示なので分かりやすい 再生パターンも「アルバムシャッフル」「曲シャッフル」「上から再生」「アーティストによるシャッフル」「自由に並べ替え再生」などなど色々できる これが全部無料で出来る,0
448,N yagi,2017年3月15日,5,インストールして表示されるアイコンはかっこいいのに、Playストアに表示されているアイコンはあんまりかっこよくないのでその分損をしてる気がします…類似のプレイヤーと比べて操作がしやすくてかっこいいと思います。,0
449,ギャルゲーの主人公,2017年2月25日,1,検索しても曲が出てこない 2度目w,0
450,ましまろ,2017年3月12日,5,Android　oneには音楽の機能がなかったけどこのアプリのおかげで音楽が聴けるようになりました 文句なしの星5です,0
451,池田尚史,2017年3月24日,1,検索結果がないのですが何が原因なのでしょうか？,0
452,yu h,2016年10月30日,2,文字化けがすごいのですが、対処の仕方がわかりません。,0
453,廣嶋豊,2016年11月1日,3,重複した楽曲を、元に戻せない。,1
454,yutaka shimoda,2017年4月15日,5,地味だか左右の音量調整も有り便利　私は片側がやや聞きづらいので重宝しそう,0
455,yoite kodo,2017年3月23日,5,他からの乗り換えです。非常に使いやすく、デザインもおしゃれで素晴らしいです。音楽を聴くのが楽しくなりますね(`･ω･),0
456,徳康保坂,2016年10月23日,3,最初、シャッフルの方法がわからなかった,0
457,エレンタケイェーガー,2018年5月26日,5,アルバムアソートも変えられるし、着信音も変えられる理想的なアプリだとおもいます,0
458,河口大輔,2017年2月15日,3,つかいやすいけど…縦の3点リストとスクロールバーが近過ぎてミスタッチしてしまう,0
459,nya- nya-,2017年5月17日,5,ちゃんと同期できたり、何故か同期できてなかったりとかあるけど、便利なアプリには違いないです。,0
460,橘内祐,2017年4月20日,1,曲のジャケット画像がおかしくなった,0
461,いっさ,2017年3月14日,5,いろんなファイルを認識してくれるのはこれだけでした,0
462,Googleユーザー,2016年12月9日,5,あちこち操作しているうちに、何とか使えるようになりました。,0
463,西田隆,2016年11月13日,1,wma再生出来ないじゃん、嘘ばっか…使えない❗,0
464,憂鬱ララバイ,2016年10月25日,1,音が切れる、というか止まる,0
465,わ,2017年1月14日,5,日本語対応してていい！曲名変更もできて歌詞もつけられてサイコー！,0
466,Jun,2017年4月15日,5,プレイヤーとしてシンプル良いです。自分の使い方では広告も気になったことが無いです、満点！。 NicePlayer!,0
467,さくらももいちご,2016年12月22日,5,最初は設定に戸惑いましたが、音飛びしないし、ちゃんと聞けます。,0
468,yuki toba,2017年3月11日,5,一覧が見やすくていい感じ。特に設定は弄っていませんが音も文句ないです。,0
469,Googleユーザー,2017年2月10日,4,とても気に入っているのですが、ライブリストを作る時にアルバムアーティストも選べると嬉しいです。,0
470,Hr,2017年5月17日,1,音が聞こえなかった,0
471,Kazuichi Akutsu,2016年12月21日,2,いつになったらAndroid6へのサポートするのでしょうか？,0
472,Tetsuyuki Ueyama,2017年3月14日,4,当然だが、iSyncrとの相性が良い。プレイリストもそのまま同期できるので便利。,0
473,よし了,2017年2月8日,5,追加した音楽が更新されない,0
474,Googleユーザー,2017年5月24日,4,いい音だと思います。タイトルもっと見やすければ決定でした,0
475,Fuu I,2017年4月7日,5,曲の題名とか自由に変えれるのはよかった！,0
476,南出清志,2017年2月11日,5,iTunesと同期できるのは良いですね。iphoneとandroidと併用にベストなソフトです。,0
477,堀川鋭治,2017年5月5日,5,簡単に言うとすごく良い、ぜひ音楽好きな方はダウンロードがオススメ( ☆∀☆),0
478,山下享亮,2016年11月15日,3,音楽が追加されない,0
479,Daiki Kaneda,2017年4月21日,4,必用な機能は揃ってると感じる,0
480,mijica y,2017年2月6日,4,曲名が正しく表示されない…それ以外は満足です！,0
481,Mat Nob,2017年1月29日,5,試せばわかる,0
482,おこじょ,2017年4月25日,1,文字化けありえん,0
483,* Eridanus,2016年12月7日,4,暫く使ってみようかな*,0
484,プーパーウェイ,2017年2月12日,5,勝手にスキップされます。,0
485,Googleユーザー,2017年2月2日,5,既存のプレイヤーより使いやすくてよかったです。,0
486,Walk On,2016年11月16日,5,こんなアプリあるなんて！アートワークが簡単に設定できる！,0
487,吉野唯香,2017年2月1日,5,すごく気にいってます！ 色のバリエーションも最高です！,0
488,#柴犬ひまわりの日常,2016年12月15日,4,直感的な操作ができてよし。,0
489,だんさく,2017年1月4日,4,iTunes ライブラリーと同期できるだけで助かる。,0
490,新井凜太郎,2017年4月13日,5,UIのデザインがシンプルで特にアルバムのレイアウトが特に好みです。,0
491,岡本明,2016年12月15日,4,まあまあかな？,0
492,てるひさ山下,2016年11月14日,4,無料でこれだけのものであるなら満足です。,0
493,ワタナベレイ,2017年4月6日,5,いいと思いますよ 使い易いし,0
494,八木彰一,2016年11月16日,5,無くてはならないアプリとなりました,0
495,pig- boss,2017年3月21日,5,使いやすいです。,1
496,Googleユーザー,2017年3月8日,4,iTunesと簡単に同期できることが良い,0
497,松岡紫郎,2016年10月30日,4,iTunesとの連携も簡単。,0
498,ぐりりんぐりりん,2016年11月23日,5,見やすくて好き,0
499,荒井佑介,2017年5月3日,5,使い始めですが良い,0
500,Rough Diamond,2017年2月10日,5,Poweramp よりシンプルでいいです,0
501,stevejazzfan1,2016年12月26日,5,中々いいね,0
502,Lemon Cat,2016年12月2日,5,Awesome music player,0
503,稲男良太,2017年3月8日,5,とても使いやすくてgood,0
504,カボチャ王,2016年10月25日,4,シンプルですが扱いやすい印象です,0
505,大山多恵子,2016年12月26日,5,めっちゃ便利です！,0
506,野田淳三,2017年2月17日,5,まだ1日目ですが、満足しています。🎵🎵🎵,0
507,玉置一生,2017年3月23日,4,プレイリストのショートカットがエエ❗,0
508,Rucy .F,2017年3月18日,5,使いやすいですね,0
509,木村薫,2017年1月12日,3,しっとりしたうた,0
510,小坂明男,2017年1月28日,5,使いやすい。ありかとう,0
511,Hi dE,2016年12月24日,5,使いやすいです。,0
512,変木唐,2016年11月30日,5,文句なし！,0
513,葱介,2016年12月4日,5,すごくいい！,0
514,福永稜,2017年2月8日,5,素晴らしい　最高だ‼,0
515,荒啓斗,2017年3月6日,5,よい。背景が特に,0
516,Masato Kuniyoshi,2017年1月24日,5,使いやすいてす。,0
517,河内夏樹,2017年4月1日,5,なんだかんだ使いやすい,0
518,ツギタヨシマサ,2017年1月19日,5,なかなか使いやすい,0
519,Shigeru,2017年1月16日,5,Awesome,0
520,atsuya 1204,2016年12月4日,5,いい感じ,0
521,渡邉守,2017年5月18日,5,なかなか良い,0
522,みや,2017年3月24日,4,いいね,0
523,rom rom,2017年1月8日,5,good,1
524,ライパパ,2017年1月31日,5,最高👍,0
525,sasiota syouji,2016年11月11日,5,良い,0
526,オディー,2016年11月3日,5,課金もして半年以上使っててプレイリスト、ジャンル、アルバム、アーティストとかなり便利だが、突然音楽が止まるのが残念。それと、イヤホンしてるのにTwitterとか使ってると突然本体から流れるの本当に直して下さい、恐らく１番致命的なバグだと思います。,12
527,haru tama,2017年1月2日,5,フォルダ管理できてとても使いやすいです。文字化けは「mp3tag」というソフトで編集してからスマホに入れれば大丈夫です。「Rocket Player　文字化け」でグーグル検索すると、対処方法を詳しく説明しているサイトさんがヒットします。私はこれで文字化け問題クリアできて、快適に使わせてもらっています(*＾ω＾*),0
528,Yuuya Ichikawa,2016年11月24日,1,出音は悪くないし、使い勝手も良いんだけとchromecast相手に出力するとちょいちょいフリーズする。Androidのバージョンが古めだと駄目なんだろうか,0
529,K terasawa,2016年10月29日,3,再生してると急に次の曲に切り替わってしまう。それがずっと・・・酷いときは2秒ぐらいで次の曲に切り替わっちゃう。何でですか？,0
530,匿名S,2016年10月30日,3,曲を途中で切り替えるとプツッというかピッという不快な音が鳴る。それ以外はよい。,0
531,螢姫,2017年2月22日,5,非常に良い音楽プレーヤーです！ 毎日通学で使わせてもらってます イコライザーやテーマその他と言った細かな設定が出来て自分にあった設定をしてます！ すぐにプレミアム買いました♪,0
532,Haba nero,2016年12月28日,4,データ追加の為にＳＤカードを抜くとアルバムアートの設定がリセットされてしまいます　全てではなく残るのもあります　何か設定手順があるのでしょうか？,0
533,aa atmark,2017年5月30日,4,画面もきれいでとてもいいと思いますが、 更新してからか、上のバーから曲の再生､停止ができなくなったので、 またできるようになったらとてもいいと思いました。,0
534,Googleユーザー,2016年11月14日,4,使い方にもよると思いますが、曲が探しやすいところが気に入ってます。文字化けしなければなおいいです。,0
535,Googleユーザー,2016年11月15日,4,広告を掲載するのは勘弁してください,0
536,尚美田口,2017年1月11日,4,最近、新たに入れた曲が出ない。何故❓好きで、使っているのですが,0
537,456 123,2017年1月7日,1,再生出来なくなった,0
538,黒乳玉乃助,2016年11月6日,4,家電批評でNo2だったので、試してみます。,0
539,なか中,2016年11月26日,1,再生できないのか、、,0
540,SSAWT2K,2017年1月16日,5,Lastfm連携も完璧,0
541,おりゅーまん。,2016年12月26日,5,いい。,0
542,ranger aho,2017年1月24日,5,扱いやすいです👍,0
543,ogawaかい,2017年2月25日,5,使い易いです,0
544,Googleユーザー,2017年2月13日,5,使いやすいです,0
545,To Jin,2017年2月5日,4,簡単！,0
546,Izumi hirofumi,2017年2月5日,5,なかなかい,0
547,山口光治,2016年10月29日,5,good,0
548,正上原,2016年12月5日,5,最高😃⤴⤴,0
549,畑中喜大,2016年10月10日,4,アルバムアートの他に一曲ずつアートを設定出来るようにしてほしいです。,12
550,Googleユーザー,2016年9月19日,5,パソコンから同期できるので便利 です。お世話になっています。,14
551,moto Nishi,2016年9月22日,3,プリセットの音楽プレーヤーが使いづらいので以前に使っていたこれに。ただ昔よりUIが変わってちょっと戸惑った。,9
552,hiro k,2016年10月3日,2,文字化けすごいんですけど…曲がわからない,1
553,Googleユーザー,2016年9月19日,1,WＭＰ再生できん,5
554,おいどん,2016年9月30日,5,ええんやない？,0
555,北原ユウマ,2016年9月22日,5,さいこーです！！,1
556,田中マドモアゼル,2016年9月10日,5,アンドロイドでiTunesもMP3も何でもござれでしかも音綺麗！耳福です！音楽狂いにはたまらないアプリです。スペック低いケータイ持ちなんで、そんなケータイもカバーしてくれる素敵なアプリです。初回課金と年に一回百円は安いくらいです。是非バイト数高いSDカードに音楽詰め込むべし！再検索で即座に表示しますから！,14
557,Hideaki Ishikawa,2016年8月25日,4,Windousのwmaファイル再生ソフトを探していて購入。  無料版をインストールしたところ。いきなり制限事項で使えず。本当は動作確認してからお金を払いたかったのですが。ドキュメントを信じて有償版を購入。ちなみに、アプリは無償版と同じままで、有償版の実態は制限を解除するキーのみ。  ファイル転送でパソコンから送ったwma形式の音楽ファイルを再生成功。同一アルバムの中身を別ファイルと分けてしまう不具合も有りますが。他のアプリよりはだいぶマシ。ということで、値段分の価値はあったかと思います。,23
558,冨永哲,2016年10月4日,5,なんで今までインストールしなかったのかと自分を責めるレベルのiTunesっぷりです。Mac＋Androidな皆さんに超おすすめ。全くストレスなくAndroidこiPodになりますよ。,0
559,Hoga Hog,2016年9月21日,1,アプリを閉じても裏で動き続けてるし、強制終了しても勝手に再起動するゾンビアプリ。一応設定で待機時は動作しないという項目はあるが、これをオンにするとBluetoothのリモコン（AVRCP）が一切効かなくなるからオプションとしての意味をなしてない。お陰でbtのリモコンボタンを他のプレイヤーで使うとこのアプリも反応して多重再生になって使い物にならない。,1
560,Ryunosuke miyake,2016年10月20日,4,個人的にアルバムアーティストで括れる+ジャケットに合わせて色が変わるところが気に入った。ただ、私だけかも知れないが、並び順がずれていたり、文字化けがいくつかあった。改善を期待し、星４つ。自由度も高いし、既存の音楽プレイヤーに不満のあるユーザーはお試しあれ(^^),1
561,朔,2016年9月8日,3,アップデートしたら何故か英語表記になって音楽ファイルを再生することもできなくなった、再インストールしたが症状は改善されず。追記:アップデート後、一度はオンラインにしないと使えなくなってたんですね。FW切ったらアップデート前と同様に利用で出来るようになりました。,1
562,Googleユーザー,2016年10月9日,3,ナンバリングの振っていない曲が2から始まる。直し方が解らない。でも再生機能は気に入ったので、しばらく使う予定。,0
563,文能豊,2016年9月3日,4,iTunesのようにはいかないが、iTunesのプレイリストを同期してAndroidで聴くのが、こんなに簡単と知っていれば…。もっと早くから使えばよかった。,1
564,shuichi,2016年10月1日,5,イヤホンの脱着時に自動的に音源が再生停止する機能がたまらなく便利。音質がわるくて他のアプリでは聴くことができないファイルも再生できる。,0
565,parahiroshi,2016年10月2日,5,androidの音楽アプリに困っていましたが、これで解決しました！わがままを言うと、音量ボタンで曲の移動ができるといいと思いました。,0
566,love神谷浩史,2016年9月1日,2,なんか、アルバムがごちゃごちゃなってる。すぐ改善して    あと、音楽検索すると落ちる,2
567,陽子加藤,2016年9月25日,5,やっと見つけた！PCと同期した音楽が再生できるアプリは最高です！,0
568,hirohiro take,2016年9月6日,5,iPod壊れたんでAndroidスマホでiTunes。問題なく使えます。音も良い。,0
569,Viola Himeno,2016年9月28日,5,重宝してます。,0
570,よっちゃん,2016年9月10日,4,使い方は解りにくいが操作項目が小さすぎず、他のアプリより断然使いやすい。,3
571,ゆみやとら,2016年9月18日,4,良いアプリなのですが、なぜかウィジェットが突然消滅します。再インストールで直りますが手間なので−1,0
572,frip _,2016年10月9日,5,通知来ても曲止まらまいにアルバムアート変更出来るし色々と出来て最高です！,0
573,H M,2016年9月26日,5,無料なのに音が良く、音割れもしないのでとてもいいです。,1
574,crab beam,2016年8月24日,4,イコライザのつまみ調整を数字で表して頂けると有り難いです。,1
575,DX katu,2016年11月22日,4,やり方悪いのか、レコチョクで買った曲の一部が何故か表示されず再生できない(  ；∀；) 某雑誌で高い評価のアプリだったから気になってダウンロードしたんだけど、この不具合なのかよくわからん現象なんとかする知恵を授けてくんろ（つд；*),0
576,Googleユーザー,2016年9月29日,5,やっと、ＷＭＡでも聞けるアプリが見つかった❗,0
577,Googleユーザー,2016年9月14日,5,今のところ不便なく使えています。,1
578,saki k,2016年10月14日,1,やっとwmaファイルを再生できるアプリが見付かった♪ →ファイル表示されたのに結局再生されず…使えません。,0
579,runaticlabo,2016年9月21日,4,他のプレーヤーで、Bluetoothとかんだ。,1
580,酒井瞬,2016年9月3日,4,無料でも高級感な音。,2
581,Ki Mi,2016年10月11日,2,EQを使うと曲再生・選曲時にノイズ。EQのベースを下げると軽減。改善に期待！,0
582,Googleユーザー,2016年10月2日,5,非常に使いやすく、見た目もよく気に入っています！,1
583,Googleユーザー,2016年10月6日,1,文字化けします,0
584,つかさ井隼,2016年10月13日,1,曲流れないぢゃん,0
585,浅井茂彦,2016年9月25日,5,フォルダ管理、ファイル管理も抜群です。有料版にします。,0
586,Hirotsugu Kobayashi,2016年8月28日,5,毎日使っています！,0
587,masahiko kato,2016年10月1日,5,素晴らしい！,1
588,みくり,2016年10月13日,1,ARROWSです。パソコンからの音楽が再生できません。,0
589,yoshi nishi,2016年10月10日,5,アンロックしました。,0
590,k星空,2016年10月14日,5,文句なしのいいアプリです！,0
591,キャンプ好きオート,2016年9月3日,5,使いやすいです,1
592,aki kawa,2016年10月21日,1,編集できない。要らない。,1
593,畑田侑太,2016年9月12日,5,これからも使います,0
594,lllar doo,2016年10月19日,2,文字化けヤバい,0
595,Googleユーザー,2016年10月2日,4,wmaが再生できます！,0
596,Kaoru Mizutani,2016年9月15日,3,エフェクトがあるといいなぁ〜,0
597,ふぉーく。,2016年10月12日,5,Googleよりいい👍,0
598,のりちょびこ,2016年10月15日,5,良かったです。使いやすいです。。ありがとうございます。,0
599,Googleユーザー,2016年9月18日,5,とても使いやすいです,0
600,# K,2016年10月12日,4,使いやすいです！！,0
601,ShengXi Cai,2016年10月7日,5,非常に良いものです。,0
602,まりうすよー,2016年12月7日,5,すごく使いやすい,0
603,宮崎義巳,2016年9月21日,3,なかなかつかえる,1
604,asami t.,2016年9月12日,5,使いやすい,1
605,松永晴美,2016年9月13日,3,よい,1
606,shohei,2016年10月9日,5,良い,0
607,愛羽絵緒,2016年8月20日,4,選択した次の曲から再生されるのはアンインストールしたらなおったけど、原因は分かってないしちょっともやもやいらいらしたので4で。それ以外は普通にいいと思います。,5
608,sam kokiriko,2016年8月24日,4,いろんなジャンルの曲を、ランダムに聞いているだけなので、操作性はあまり気にしていません。音質は満足しています。マイナス点は文字化けです。曲名を見ているわけではないのですが、正常に表示されないのは気になります。,2
609,ちゃんひで,2016年8月27日,4,曲をクラウド管理できてとても良いです。ただ、曲に合わない情報を取得していたり、文字化けが少しばかり多いところが気になるので、そこを直していただければ星５。,0
610,関遼太,2016年8月22日,4,広告ONの状態で曲選択すると選択した次の曲が流れます。一番上にある曲が流せないのでどうにかしてください,0
611,福江黎,2016年8月24日,4,いいアプリだと思います。ただ、プレイリストなどを作成したい時にスクロールバーが邪魔な時が多々あるので、スクロールバーのオンオフ機能をつけて欲しいです,0
612,ネビュラートキャティー,2016年8月20日,4,使いやすいプレーヤーです。一部曲を認識しなかったので、エクスプローラーからきどうしました。そのため、☆4個です。,1
613,藤原康平,2016年8月16日,1,アップデートデートしてからBluetoothでカーナビと連動できなくなり、車内で音楽を聞けなくなった。,1
614,聖おさんぽ丸,2016年8月17日,4,使いやすく見た目も良い！保存されているストレージの確認なんかがもっと簡単だと尚良いですね。,0
615,福手優気,2016年8月16日,5,今回のでとても良くなりましたね。ありがたいです。大好き！,1
616,藤原ユリス,2016年8月17日,3,文字化けを直してくれたらうれしい,0
617,Noriyuki Ishii,2016年8月23日,4,ようやくプレイヤーが決まりました,1
618,kobi20051,2016年8月21日,5,今までの中でも 一番良いかも,0
619,白上憲和,2016年8月18日,5,まずまずです。,1
620,内園宏和,2016年8月17日,5,ベストマッチ,1
621,Neko Tasuke,2016年6月26日,5,便利に使っています。私にとって最も使用頻度の高いアプリです。ハイレゾも自然に取り込めました。欲を言うと、タブやライブリストの条件を増やして欲しいですね。alacには非常に多くのデータがあるので活かしたいです。また、USBデジタル出力もサポートして欲しいです。オーディオのプレイヤーにも使いたいからです。,28
622,Ichi Matsu,2016年7月26日,5,調べた中では、曲にレーティング(星)を付けて、高レートのものだけを自動で再生する使い方ができる唯一のアプリでした。タグの文字化けはありますがファイル側の問題でしょう。,13
623,noritic,2016年7月4日,1,アルバムの中に同じ曲が何曲も入ったり、プレイリスを時間をかけて作ったのにあきらかに選択していない何曲も入っていたり…。それでも根気強く作成して完成させたら翌日全部消えてたり…振り回されてる。イライラMAXだわな。,2
624,関浩一郎,2016年6月25日,4,使いやすい。  が、ちょっと調子が悪くなったので再インストールしようとしたらインストール不可？ なんで金払ってiSiyncr共々有料版入れたのに、一度消したらアウトなの？,23
625,Yuma Shimamori,2016年7月16日,4,アップデート後に一部の曲だけがスローモーションのように再生されてしまいます。早急な対応をよろしくお願い致します。,4
626,UNI CORN,2016年7月10日,4,急に　フーリープレイヤーは再生できなくなりました。　ってなって再生できません。　　どーしたらいいですか？,6
627,博海,2016年7月12日,5,問題なく使えています。動画再生しても止まらないでバックグラウンドできちんと動くし最高です。課金しました。,3
628,ck bb,2016年7月9日,3,文字化けがちょっと多すぎ。漢字カタカナが非常に苦手なご様子。それ以外はわりと快適なだけに残念。,0
629,Tyrfing Cutlass,2016年6月23日,2,ジャンルタブからジャンルを選択すると強制終了する、前は普通に使えていたので残念,18
630,yamaboushi ht,2016年6月29日,5,とても使いやすく、updateも迅速に反映される。音質も良いので満足しています。,1
631,たこ坊,2016年7月4日,1,トラブルシューティング通りにアンインストールとインストールしたのに、機能が開放できない。最悪,0
632,遊戯王デッキレシピ屋マイラル,2016年6月21日,4,音飛びがあんまりしないから良い,2
633,Hideki Nagata,2016年7月26日,5,Googleのが使いづらかったので、良いプレーヤーに出会えて良かった！,0
634,さかなや,2016年6月18日,4,無料の中では上位,4
635,川口優,2016年6月21日,4,　最近は、特に問題ない。,3
636,"T, Sugimoto",2016年7月2日,1,使えませんわ。。,1
637,Googleユーザー,2016年8月6日,5,ジャンル、コンポーザーで検索できる機能が便利です！,0
638,御茶宇欄,2016年7月10日,1,全く再生できませんでした,0
639,Sall Pls,2016年8月3日,4,Sometimes it lags but it does the trick,0
640,しょ.,2016年7月25日,5,シンプルでいいす！,0
641,中川敬雄,2016年6月26日,5,使いやすいです,0
642,鳥兜三日月,2016年6月22日,4,Play リスト使いやすい,0
643,kohei sasaki,2016年7月12日,5,普通にいいです,0
644,中原弘順,2016年6月27日,5,楽チン楽チン❗,0
645,佐藤満,2016年6月5日,5,good,5
646,kimura11a,2016年6月15日,5,プレイリスト内の曲の並びを、PCのiTunesと同じにできるので非常に便利,0
647,Satoshi Ogawa,2016年6月8日,4,良いです,5
648,kirbyshouse1206,2016年6月11日,5,使いやすく良いです,0
649,N Eguchi,2016年5月28日,4,一部日本語が文字化けするけど非常に使いやすいので問題なし。,6
650,フジモン。,2016年5月17日,2,曲ごとに画像を設定しようとしても何曲かまとめて同じ画像に変更されてしまうのを何とかして欲しい,7
651,すーみん,2016年5月15日,5,基本機能が整ってるので、不便なく使えてます！,5
652,Kota Sagae,2016年5月20日,5,アプデでかなり良くなりました！,2
653,後藤章仁,2016年5月15日,4,検索しやすい。音質もよい。,0
654,chふっちー,2016年5月15日,5,使いやすい,0
655,ラン,2016年2月21日,1,すぐ強制終了するし、画像を設定しても消えてるし……最悪です。,32
656,K S,2016年2月26日,3,最も使いやすいプレーヤー,17
657,へりお,2016年1月30日,5,個人的には曲の年別表示が欲しい。時系列で覚えていることが多いので。(追記:出来た、自分が使いこなせて無かっただけみたい),10
658,Sa Kinu,2016年7月18日,4,プレーヤー自体は文句無いが、ヘッドホンをさすと自動再生機能が、設定されていて、原因が判るのに時間がかかった。音楽を聴くばかりではないので、デフォルトは迷惑。,1
659,S F,2016年5月3日,5,今まで試したいくつかのアプリは、ファイルをうまく読み込んでくれなかったり、シャッフル再生の機能がなかったりなど不満点があったのですが、このアプリはそれらを解決してくれました☆それに加え、細かい設定ができたり、見た目まで変えられるなんて最高です！,3
660,ヒッピーくん,2016年5月27日,3,なぜか何曲か歌が消えました。運営さんどうにかして,0
661,Kazu Mibu,2016年4月26日,1,ギャップレス等の機能確認は有料版じゃないと出来ない。仕方無く有料版を買ったが、文字数制限か？power ampやjetAudioで認識できてるフォルダやファイルが読み込めない。つまり聴けない。だから要らない。有料版払い戻してアンインスト,2
662,Googleユーザー,2016年2月8日,2,日本語が文字化けしますね。ちゃんと表示されるのもあるんですが。,11
663,H MO,2016年7月12日,5,動画再生と音楽再生を同時にすると、他の音楽再生アプリだと音楽か動画のどちらかが一時停止 していちいち再生しにいかないと駄目だけど、このアプリは、どちらも再生が止まらないので使いやすい。(動画が終わり次の動画タイトルを自動再生する時も止まらない) スマホでもタブレットでも問題なく同じ感じで使えてます。自分の環境では、文字化けが直らない事があるのが唯一の弱点ですね。,0
664,shun shun,2015年11月30日,1,曲が一覧から表示されなくなる。,16
665,大西俊一郎,2016年2月19日,5,文字化け直して欲しい。あと、ずっと通知バーに残す設定が欲しい。,2
666,山田太郎,2016年8月7日,3,少し不具合があるかな。音楽聴いてる途中に勝手に消えたりとか,0
667,R CB,2016年1月19日,4,欲しい機能は全てあるし広告がない。,7
668,アメイジングマイティ,2016年2月18日,5,ショートカットもあるしAndroid端末でiTunes使うには最適。,3
669,てんだらー,2016年6月5日,1,使いやすかったけど、追加曲が入ってこなくなった  他のアプリには入ってるのに,0
670,長倉栄喜,2016年6月10日,5,今まで、使った中でも、使いやすく、お気に入りです。これからも、使って行こうと、思ってます。,0
671,石橋憲司,2016年7月2日,4,プレイリストをもっと簡単に作成できるようになりませんか？,0
672,鈴木匠,2016年7月27日,4,他アプリではいじれない所もいじれる,0
673,Ken Mal,2016年6月14日,5,良いと思います！,0
674,HDマンダ,2016年8月3日,5,文句なしよね,0
675,梶尾太一郎,2016年7月15日,1,全然再生できないのですが？,0
676,shouichi kitamura,2016年6月21日,5,iTunesとの連携いいです,0
677,Akira Tanaka,2015年12月24日,5,使い安く良いです。,1
678,Junji Kondo,2016年5月10日,5,良いと思います。😺,0
679,Yoshiki Takahashi,2016年6月24日,5,十分です。,0
680,山津健也,2016年2月10日,3,良かった,0
681,yamamoto keiichi,2016年6月13日,5,いいよ,0
682,凛蘭,2015年9月27日,3,見た目にもわかるようにと曲ごとに違うフォトを設定するのですが、新しく設定すると、前に設定したフォトが勝手に新しいフォトに書き換えられてしまう。曲も好きな順番に並び変えられないので不便。なんか不便…。単に聴くためだけなら良いアプリなんだろうけど…　なんか痒いところに手が届いてない感じが否めないすぎるので★★★止まりにしておきます。,1
683,유미희,2015年10月14日,4,音楽プレーヤーのアプリの中では使いやすいと思います。ただアルバムアートで設定しても数日したら消えて元に戻ってしまうのはなぜでしょうか？何度も設定するのは面倒なので解約をしようかと考えてます。,0
684,Syouhei Ishizuka,2016年2月6日,3,AndroidでiTunesと同期出来るアプリが少ないからこういうアプリがあるととても助かる。 使い勝手も悪くない。シンプルなUIですぐに聞きたい曲を聞ける。 だが、同期した後にライブラリが消えるこのバグを早くどうにかして欲しい。 これさえなければとても良いアプリだと思う。,0
685,PSPand dellPCuser,2016年6月1日,4,動作やUI、機能は概ね満足。ただ、DACを繋いだ時認識してくれなかったり、イヤフォンを挿しているのに一秒くらいスピーカーから音が出るのだけ直してほしい(sh-06e),0
686,横治大樹,2016年2月20日,5,iTunesの同期が簡単にできるのがすごい。ただプレーヤーで再生した時に一部文字化けするのがある。このアプリのせいかプレーヤーのせいかわからないが曲を聴くだけなら支障がない。,0
687,回谷公雄,2015年10月31日,4,自分の使用しているARROWSには、Google play musicがプリインされているのですが、こちらの方が断然使いやすいです。premiumにするとハイレゾ再生が出来なくなってしまうので、このまま使用しています。,0
688,冨岡大輝,2015年9月26日,4,再生中、急に止まって半日動かなかったことが何度か。それさえなければ、プレイリストも作りやすいし良いですね。,2
689,ラテリアまっちゃ,2016年1月28日,1,何回も何回も止まって困ってるんやけど。このアプリ気に入ってるんやけどな。このまま改善されなかったらほかのアプリに変える。,3
690,Lucky Cat,2015年11月25日,3,LISMO!みたいに、LISMO!では表示しないの設定ができるといいですね。ただ、iSyncrで同期するとLISMO!は重複してしまう曲が多く、消す作業があるのですが、こちらは殆ど重複しないので良いです。,0
691,Arithmetic Calculator,2016年3月4日,1,２週間かけてiSyncrと一緒に限界まで調整しました。結果、１曲かけるとフリーズ、いつまでも終わらないメディア検索、突然画面から全ての曲が消えて、スマホ再起動しても直る確率50％…。精根尽き果てました。せめて後生の方、私と同じ道を歩まぬよう、「rocket player、忌むべし」。あ、MP3のタグも壊していきやがってた。,0
692,Takayoshi SHIMIZU,2016年3月21日,4,自然な音作りで聞きやすい。一旦終了した後再実行した場合に、前の再生位置（曲内時刻）から始まるのもありがたい。 ただ、プレイリストがトラック番号でソートできないのは非常に困る。 それと、iSyncrで同期をかけた後にプレイリストが更新されないのはバグっぽい。（デバイス上に存在しなくなった曲をリストからクリックすると、それをきっかけにやっと更新される。）,0
693,Takahiro Kawaharasaki,2015年10月24日,3,再生中に不定期にポツ、ポツと音切れが発生します。環境なのかもしれないですけど、それさえなければ使いたいなと思うプレイヤーアプリなだけに残念。これって直りますか？,0
694,小島なぎさ,2016年4月12日,1,画像設定しても消えるし強制終了するしかからなくなる曲があります。設定で解除できると出ますがやり方がよく分かりません。,0
695,Mr9user,2016年8月13日,1,まず、このアプリ定期的に金取られますけど更新されないです。そのせいかプレイリストが不安定。曲の順番飛ぶ。プレイリスト無限に増えるし。バックアップ取れねーし。POWER AMPより音小さいし。関わった時間だけ人生無駄になる系レベル。,0
