,review,Author Name,Review Date,Reviewer Ratings,Review Body,Developer Reply
713,714,島田幸一,2018年8月21日,5,最高アプリ,
715,716,二宮隆寿,2018年8月21日,5,良好,
717,718,Googleユーザー,2018年8月21日,5,最高,
719,720,はいなま,2018年8月3日,2,更新いいカラオケ出来なっ正直いっマジひどい自分歌えるキー探し手軽聴ける最高機能早く戻し,
720,721,Tatsuhiko Kagami,2018年8月9日,2,いつの間にかバージョンアップ歌詞スクロール無くなる改悪使いアプリなっプレイリスト間違え入れつも登録改善要望あり,
721,722,Googleユーザー,2018年8月4日,1,カラオケ削除いかれ一番改悪代わりないランキング表示嫌がらせ悪質極まりない内部スパイ仕業思える,
722,723,飯島香菜子,2018年8月9日,2,容量あっダウンロード出来る毎回毎回プレイリストダウンロード入っダウンロード繰り返す削除する面倒最新ダウンロード不便おまけ以前LISMOプレイヤー出るうたパス表示意味わから,
723,724,KY,2018年8月3日,2,歌詞自動スクロール動き自分歌詞聴く好き楽しみ無くなり直り,
724,725,田中一郎,2018年8月13日,1,auうたユーザー望ま改悪繰り返し運営連中携帯音楽聴く無い鼻くそアプリ成り下がっ,
726,727,й ёё,2018年8月14日,2,歌詞スクロールなくなっ歌詞スクロール本当に戻し自動動かなっそこ戻し,
727,728,satoru abe,2018年8月6日,3,Googleプレイアップデート歌詞表示おかしくなりスクロールカラオケ歌詞表示なり,
728,729,親愛隊ケンオウ,2018年8月3日,2,アップデートするいい歌詞自動スクロール機能カラオケ無くなっ,
729,730,井上飛鳥,2018年8月15日,3,よかっ使いなり,
730,731,石野秀樹,2018年8月15日,1,カラオケ機能消し調整するめんどくさくなっ,
731,732,日蔭忠勝,2018年8月3日,1,アプリauひどくなっもっとよかっ画面ちらつくし,
732,733,Yuta Imaizumi,2018年8月5日,1,歌詞自動スクロール出来最悪自動スクロールあっ使っ,
733,734,Twintail,2018年8月2日,1,かってインストールするクソ,
734,735,ケータ,2018年8月3日,1,インストールお陰使いなっ,
735,736,北崎総司,2018年8月6日,1,カーナビBluetooth相性過ぎる,
736,737,さいたまクエ,2018年8月2日,1,勝手インストール,
737,738,Googleユーザー,2018年8月22日,1,これ直せ,
740,741,n n,2018年8月6日,1,使い辛い,
741,742,Googleユーザー,2018年8月13日,2,無料楽曲ダウンロードエラー,
742,743,山本高彰,2018年8月5日,1,いら,
743,744,sattyan3104,2018年8月3日,1,ゴミ,
744,745,Googleユーザー,2018年10月11日,1,なし,
745,746,男戸田聖,2018年8月2日,3,普通,
746,747,Googleユーザー,2018年8月16日,5,=(^^)=,
747,748,Googleユーザー,2018年8月2日,1,以前使い勝手良かっ利用更新バックグラウンド再生できなっ非常使いこれアプリ使っいい最初勝手インストール思い,
748,749,這鹿作者様BigfaceAlien,2018年8月2日,5,なんぉぉぉ)!midi形式聴ける評価音楽アプリエエェェ(´｀)ェェエエ勝手インストールれるやりアプリ探し(≧∇≦)(__)やっぱり要り評価下げ御免なさい,
749,750,三宅泰樹,2018年8月3日,2,歌詞自動スクロール使えあとジャケット画像アルバムある画像勝手変わっ辺り改善嬉しい端末ドコモXperia,
750,751,とうからし,2018年8月25日,1,うたパスなっBLUETOOTH聞けなっLISMO良かっアンインストール出来最悪,
751,752,ひょ子,2018年8月26日,1,勝手プレーヤー起動するなっ意味解らんLISMOなんでらん,
752,753,吉田健一,2018年8月2日,1,auやめ更新恐い,
753,754,西村京,2018年8月3日,1,勝手インストール止め,
755,756,Googleユーザー,2018年8月3日,5,勝手更新たくさん入るアーティストうた聞けるファイブスター,
756,757,Googleユーザー,2018年8月14日,2,やり方分かり使い,
757,758,康仁塩島,2018年8月3日,1,おまえ消し教えろ,
758,759,フリーダ,2018年8月3日,1,勝手インストールかうざい,
759,760,TAKU,2018年8月10日,1,アンインストール出来るしろ,
760,761,小川徹,2018年9月8日,1,以前LISMO分かり,
761,762,東珠美,2018年8月8日,2,ジャニーズない揚げ退会,
762,763,幾野昌代,2019年4月19日,3,五木ひろし,
763,764,齊藤千里,2019年2月10日,1,いら,
764,765,Googleユーザー,2018年8月5日,1,いら,
765,766,はる,2018年8月13日,1,必要ない,
766,767,菱田行雄,2018年8月26日,5,菱田行雄,
770,771,Googleユーザー,2018年12月1日,5,一緒,
771,772,少佐Masa,2018年8月11日,1,邪魔,
772,773,小野啓一,2018年8月3日,1,としい,
773,774,aki kawa,2018年10月13日,1,ない,
775,776,横山治,2019年4月16日,5,使わ,
776,777,ワカタビタカユキ,2018年10月5日,1,いる,
777,778,Googleユーザー,2018年9月27日,4,使い,
779,780,むちもも,2019年2月12日,1,残念,
780,781,Googleユーザー,2019年3月3日,1,やめ,
782,783,下ネタ番長,2018年10月21日,1,最低,
783,784,Googleユーザー,2019年3月18日,5,素晴らしい,
784,785,西口薫,2019年3月30日,5,楽しい,
